"lic","instituciones","direccion_fisica","pueblo_fisico","zip_code_fisico","direccion_postal","pueblo_postal","zip_code_postal","telefono_primario","telefono_secundario","email_primario","email_secundario","fax_primario","fax_secundario","director_preescolar","director_elemental","director_intermedia","director_superior","matricula_preprekinder","matricula_prekinder","matricula_kinder","matricula_sin_grado_preescolar","matricula_primero","matricula_segundo","matricula_tercero","matricula_cuarto","matricula_quinto","matricula_sexto","matricula_sin_grado_elemental","matricula_septimo","matricula_octavo","matricula_noveno","matricula_decimo","matricula_undecimo","matricula_duodecimo","matricula_sin_grado_secundaria","total"
"A 28-12","Probaseball High School and Academy","Carr #1 Km 57.5 Interior Sect Pepe Hoyos Bo Monte Llanos","Cayey","00737","PO BOX 2137","Cayey","00737","(787) 233-7733","(787) 263-9234","carlosmarte9011@aol.com","prhs@probaseballhs.org","(787) 263-9234",,"n/a","n/a","n/a","Carlos J. Rivera Marte","0","0","0","0","0","0","0","0","0","0","0","2","4","15","8","12","16","0","57"
"A 29-02","Escuela Terapeútica Panamericana","Carr Estatal # 787, Km. 1.5, Bo Bayamón","Cidra","00739","PO BOX 1400","Cidra","00739","(787) 739-5555","(787) 739-5555","silma.sanchez@uhsinc.com","silmasanchez@outlook.com","(787) 739-5544","(787) 731-0903","Silma E. Sánchez Cruz","Silma E. Sánchez Cruz","Silma E. Sánchez Cruz","Silma E. Sánchez Cruz","0","0","0","0","0","0","0","0","1","1","0","1","1","4","5","3","2","1","19"
"A 29-05","Colegio Mundo de los Niños","PR #172, Km.16.5  Villas de Lago, Sect Certenejas","Cidra","00739","PO BOX 6173","Caguas","00726","(787) 739-5824","(787) 434-7575","colegiomundodelosninospr@gmail.com","minervacarro@hotmail.com","(787) 739-5824","(787) 739-5824","Stephanie Rivera Carro","Stephanie Rivera Carro","Stephanie Rivera Carro",,"7","13","17","4","16","16","20","70","10","10","0","0","0","0","0","0","0","0","183"
"A 29-09","Centro Margarita, Inc.","Carr 172 km 18 Barrio certenejas","Cidra","00739","RR-03 BOX 7260","Cidra","00739","(787) 739-6030","(787) 739-6050","centromargarita@yahoo.com",,"(787) 739-0808",,"Isabel Alfonso","Isabel Alfonso","Isabel Alfonso",,"0","34","0","4","1","2","0","0","0","0","13","0","0","0","0","0","0","0","54"
"A 30-01","Asociación Pro-Bienestar de la Familia Comerieña","Carr #156, Km. 36.5, Barrio Naranjo","Comerio","00782","PO BOX 921","Comerío","00782","(787) 875-5941","(787) 875-5353","asociacionprobienestar@yahoo.com","asociacionprobienestar@gmail.com","(787) 875-5941","(787) 875-5941","n/a","Maria Bermudez Quiles","Maria Bermudez Quiles","Maria Bermudez Quiles","0","0","0","0","0","0","0","0","0","0","15","56","3","32","80","17","51","0","254"
"A 31-01","Saint Patrick's Bilingual School","Calle San Antonio #2 y #6 Sur, Esquina Vicente, Calle Vicente Palés #61, Calle Monserrate #5 Oeste, Calle Derkes # 44 Oeste, #6","Guayama","00784","PO BOX 10007, Suite 104","Guayama","00785","(787) 864-7661","(787) 864-7630","saintpatricksbs@gmail.com","saintpatricksbs@gmail.com","(866) 826-1247",,"Ernestina Rodríguez Rivera","Ernestina Rodríguez Rivera","Ernestina Rodríguez Rivera","Ernestina Rodríguez Rivera","15","20","34","0","42","55","46","53","55","44","0","46","57","63","51","81","47","0","709"
"A 31-02","Colegio San Antonio","Calle Vicente Palés Núm. 2","Guayama","00784","Apartado 2189","Guayama","00785","(787) 864-2062","(787) 866-4802","ccsaguayama@gmail.com","presidente-junta@ccsapr.org","(787) 864-2062",,"Carmen Roig","Carmen Roig","Carmen Roig","Myrta Bermudez","0","0","5","0","5","7","12","9","9","7","0","12","13","10","34","17","18","0","158"
"A 35-04","Emanuel Centro Educativo, Inc.","Calle Palmer # 90","Canóvanas","00729","Calle Palmer # 90","Canóvanas","00729","(787) 876-5146","(787) 876-5146","emanuelbilingualschool@gmail.com","ana.cabrera.rodriguez@gmail.com","(787) 876-5146","(787) 876-5146","Ana Cabrera","Ana Cabrera","Ana Cabrera",,"9","9","17","0","34","22","13","13","19","19","0","8","10","9","0","0","0","0","182"
"A 31-03","Academia Adventista Profesora Gladys Rodríguez Flores a/k Academia Cristiana Tres Angeles","Bo Algarrobo, Sect Branderí, Carr 748, Km.5.2, Interior 54","Guayama","00784","PO BOX 1193","Guayama","00785","(787) 864-2250","(787) 949-4683","academia@actreangeles.com","evagonzalezpr@gmail.com","(787) 864-2250",,"Eva Gonzalez Rivera","Eva Gonzalez Rivera","Eva Gonzalez Rivera","Eva Gonzalez Rivera","0","8","11","0","5","8","6","8","7","10","0","7","9","7","6","2","3","0","97"
"A 31-05","Guamani Private School","Urb Rexmanor, Ave Los Veteranos, Carr #3, Km. 136.5","Guayama","00785","PO BOX 3000","Guayama","00785","(787) 864-6880","(787) 864-6880","eddelgado@guamani.com","schoolinfo@guamani.com","(787) 866-4947",,"Eduardo Delgado","Eduardo Delgado","Eduardo Delgado","Eduardo Delgado","0","25","23","0","47","41","40","29","28","29","0","38","58","46","60","52","53","0","569"
"A 31-07","Academia San Antonio de Guayama, Inc.","Ave Los Veteranos, Carr 3, Km. 135.6","Guayama","00784","Apartado 719","Guayama","00785","(787) 864-2572","(787) 864-3088","academia_sanantonio@hotmail.com","loulugo@hotmail.com","(787) 864-4219",,"Sra. Maria Martínez","Sra. Maria Martinez","Sra. Maria Martínez","Sra. Maria Martínez","0","5","10","0","7","7","6","3","11","1","0","7","13","15","14","28","22","0","149"
"A 31-08","Puerto Rico Gifted School Alliance","Bo Algarrobo Carr 3 Km 133.3","Guayama","00785","PO BOX 1773","Guayama","00785","(939) 400-6442","(787) 213-4546","prgsa2014@gmail.com","mlugo1317@gmail.com","(939) 400-6442",,"Mirka Lugo","Mirka Lugo","Mirka Lugo",,"0","2","3","0","10","10","10","5","8","7","0","1","0","0","0","0","0","0","56"
"A 31-10","Fountain Christian Bilingual School","Calle Calimano 6-A","Guayama","00785","PO BOX 1705","Guayama","00785","(787) 866-6529","(787) 866-6529","fcbsguayama@yahoo.com",,"(787) 866-6529",,"Lizette Maldonado Alvarez","Lizette Maldonado Alvarez","Lizette Maldonado Alvarez","Lizette Maldonado Alvarez","3","9","13","0","17","20","18","28","23","18","0","36","22","19","12","32","17","0","287"
"A 31-12","New Day Elementary School, Inc.","#21 norte, Calle Hostos,  Pueblo","Guayama","00784","Urb Brisas del Mar #70, Calle Arrecife","Guayama","00784","(939) 325-5156","(787) 424-9208","newdayelemntaryschool@hotmail.com","elysabelalbarez21@hotmail.com","(787) 424-9208",,"Ana M. Rivera Lago/Alejandrina Rivera Lago","Ana M.  Rivera Lago/ Alejandrina Rivera Lago","no aplica",,"0","1","2","0","8","2","7","2","6","5","0","0","0","0","0","0","0","0","33"
"A 31-13","Centro Nené","Urb Bello Horizonte Calle 8 A-23","Guayama","00784","Urb Bello Horizonte Calle 4 F-17","Guayama","00784","(787) 864-3654","(787) 864-3654","centronene@gmail.com","janice120@gmail.com","(787) 864-3654",,"Janice R. Cosme Alonso","Janice R. Cosme Alonso","n/a","n/a","12","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22"
"A 31-14","Centro Académico Psicosocial Alternativo","Carr #3 Int 707 Comunidad Puente de Jobos","Guayama","00784","RR 1 BOX 6786","Guayama","00784","(787) 864-8021","(787) 866-2883","ediaz@csifpr.org","slopez@csifpr.org","(787) 864-8021",,"n/a","n/a","n/a","Evelyn Díaz Suárez","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","12","18","0","40"
"A 32-03","Colegio Taller Educativo de Caguas","Urb Terralinda, Calle Córdova # 18 (primera y segunda planta)","Caguas","00727","Urb Terralinda, Calle Córdova # 18","Caguas","00727","(787) 743-6799","(939) 337-5332","infocolegiotallereducativo@gmail.com","ctec.pr@gmail.com","(787) 743-6799","(787) 743-6799","Miriam Medina","Miriam Medina","Miriam Medina","Miriam Medina","0","0","0","0","2","1","0","2","1","2","0","3","2","3","2","0","1","0","19"
"A 32-04","American Academy","Ciudad Jardín Resort and Country Club, Carr 189, Km 10.1, 185 Cohitre Ave, Bo Mamey","Gurabo","00778","1085 Cohitre Avenue","Gurabo","00778","(787) 737-0170","(787) 737-0170","vpelayo@americanacademypr.com","tmorales@americanacademypr.com","(787) 737-0175","(787) 737-0170","Maria De Jesus","Maria De Jesus","Maria De Jesus","Maria De Jesus","6","13","14","0","14","24","22","15","16","18","0","12","13","12","18","11","13","0","221"
"A 45-03","Colegio Nuestra Señora del Carmen","Urb Alturas de Río Grande, Calle # 14","Río Grande","00745","PO BOX 1389","Río Grande","00745","(787) 887-4099","(787) 887-4099","cnscrg@yahoo.com","directoracnsc@gmail.com","(787) 887-0872",,"Migdalia Arroyo Mendez","Migdalia Arroyo Mendez","Migdalia Arroyo Mendez","Migdalia Arroyo Mendez","0","0","0","0","16","10","10","3","4","4","0","10","10","17","14","14","13","0","125"
"A 32-05","Puerto Rico Baseball Academy and High School","Carr 189, Km. 6.2, Barrio Rincón","Gurabo","00778","Luis Muñoz Marín Ave. # 20, PMB #516 Urb Villa Blanca","Caguas","00725","(787) 712-0700","(787) 306-9213","ycolon@prbahs.org","lbatista@prbahs.org","(787) 712-0766","(787) 712-0766","Yolanda Colon Rivera, Directora Academica","Yolanda Colon Rivera, Directora Academica","Yolanda Colon Rivera, Directora Academica","Yolanda Colon Rivera, Directora Academica","0","0","0","0","0","0","0","0","0","0","0","0","0","22","50","75","77","0","224"
"A 32-06","Cambridge Bilingual Elementary School, Inc","Carr #931, Km. 5.6, #1,Barrio Navarro","Gurabo","00778","PO BOX 7064","Caguas","00726","(787) 745-7000","(787) 745-7000","cbschool@aol.com",,"(787) 682-0179","(787) 682-0179","Josue Sosa","Josue Sosa","Josue Sosa",,"2","6","4","0","7","11","11","10","6","11","0","0","0","0","0","0","0","0","68"
"A 34-01","Colegio Cristo Redentor, Inc.","Carr 181, Ave Padre Mariano Olalla","San Lorenzo","00754","Apartado 523","San Lorenzo","00754","(787) 736-2619","(787) 736-2621","colegio.ccri@gmail.com","ccri_sl@yahoo.com","(787) 736-7330","(787) 736-2619","Migdalia Castro Ortíz","Migdalia Castro Ortíz","Migdalia Castro Ortíz","Migdalia Castro Ortíz","9","11","24","0","21","24","17","22","23","18","0","17","16","13","16","10","8","0","249"
"A 34-02","Colegio Querubí, Inc.","Bo Florida, Carr #183, Km. 12.1","San Lorenzo","00754","HC 20 BOX 26257","San Lorenzo","00754","(787) 736-4452","(787) 712-2740","colegioquerubi_sl@yahoo.com","claudioagosto@hotmail.com","(787) 712-2740",,"Hector R. Claudio Agosto- interino","Hector R. Claudio Agosto- interino","Hector R. Claudio Agosto- interino",,"0","24","33","0","25","24","15","13","23","21","0","12","14","8","0","0","0","0","212"
"A 35-01","Colegio Villas de Loíza, Inc.","Urb Villas de Loiza, P-24 Calle 15","Canóvanas","00729","PO BOX 1678","Canóvanas","00729","(787) 876-9009","(787) 404-6352","mtodocueto@prtc.net","samarimaldonado@gmail.com","(787) 876-8754",,"Samari Maldonado Rivera","Samari Maldonado Rivera","n/a","n/a","6","11","31","0","36","28","22","27","24","22","0","0","0","0","0","0","0","0","207"
"A 35-02","Colegio Nuestra Señora del Pilar","Calle Luis Hernaíz Núm. 3, Esq. Muñoz Rivera","Canóvanas","00729","PO BOX 1615","Canóvanas","00729","(787) 876-3002","(787) 256-7676","cnspilar2010@gmail.com","pilar1615@caribe.net","(787) 256-5767",,"Iris del Valle Jiménez","Iris del Valle Jiménez","Iris del Valle Jiménez","Iris del Valle Jiménez","0","4","20","0","28","21","25","34","36","45","0","58","72","60","68","67","70","0","608"
"A 35-05","Academia Bautista Sotera Sánchez","Urb Las Vegas, Calle María Casado # A-18","Canóvanas","00729","Apartado 434","Canóvanas","00729","(787) 256-5220","(787) 256-2035","abss434@hotmail.com",,"(787) 256-2035",,"Hilda Rivera Rivera","Hilda Rivera Rivera","Hilda Rivera Rivera","0","0","13","20","0","16","18","8","22","17","18","0","17","0","0","0","0","0","0","149"
"A 35-08","Centro Sor Isolina Ferré, Inc.","Carr 874 Calle 16, Bo La Central, Sect Sierra Maestra","Canóvanas","00729","Carretera 874 Calle 16, Bo. La Central, Sector Sierra Maestra","Canóvanas","00729","(787) 842-0000","(787) 371-6632","carino_y_vida_3@yahoo.com","mmarrero@csifpr.org","(787) 886-3511",,"0","0","0","Zaida Camacho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","10","0","17"
"A 35-09","Centro Educativo ROI","Calle Rosa #55, Urb Loiza Valley","Canóvanas","00729","PO BOX 195694","Canóvanas","00729","(787) 691-7569","(787) 691-7569","mirelysbonilla@gmail.com","mirelysbonilla@gmail.com","(787) 691-7569",,"Mirelys Bonilla Ruíz","Mirelys Bonilla Ruíz","Mirelys Bonilla Ruíz","Mirelys Bonilla Ruíz","0","0","6","17","0","0","0","0","0","0","10","0","0","0","0","0","0","0","33"
"A 36-02","Colegio Héctor Urdaneta","Carr Estatal # 3, Km. 52.7 Calle Casals","Ceiba","00735","PO BOX 427","Ceiba","00735","(787) 885-6330","(787) 299-4258","colurdaneta@yahoo.com",,"(787) 885-6330",,"Rocío De La Fuente Torres","Rocío De La Fuente Torres","Rocío De La Fuente Torres","Rocío De La Fuente Torres","3","11","14","0","18","21","19","19","30","27","0","37","40","43","51","48","35","0","416"
"A 37-01","Christian Bilingual Academy Inc","Carr 940 km 2.8 Bo Juan Martin","Luquillo","00773","PO BOX 303","Ceiba","00735","(787) 860-3310","(787) 860-2654","fcs3310@hotmail.com","milagros77@live.com","(787) 860-2654","(787) 860-3310","Wilma Y. Garcia Carrion","Wilma Y. Garcia Carrion","Wilma Y. Garcia Carrion","Wilma Y. Garcia Carrion","0","8","38","0","27","39","42","45","42","39","0","40","27","28","29","11","11","0","426"
"A 37-02","Casa de los Niños","Urb Santiago Veve Calzada, Calle 5 #153","Fajardo","00738","Urb Santiago Veve Calzada, Calle 5 #153","Fajardo","00738","(787) 863-5180","(787) 863-5180","elenacarcache@yahoo.com","elenacarcache@yahoo.com","(787) 889-2820",,"Elena Carcache, Directora Administrativa","Elena Carcache, Directora Administrativa","Elena Carcache, Directora Administrativa","Elena Carcache, Directora Administrativa","1","4","12","0","10","0","0","7","10","7","0","8","9","7","0","0","0","0","75"
"A 37-03","Escuela Evangélica Unida de Fajardo","Calle Federico García, Esquina 1 Andreu de Aguilar # 205","Fajardo","00738","PO BOX 807","Fajardo","00738","(787) 863-6180","(787) 860-0006","colegioevang@hotmail.com","recaudaciones@ceupr.org","(787) 863-5368",,"Rvdo. Ricardo Suarez, Director General","Rvdo. Ricardo Suarez","Rvdo. Ricardo Suarez","Rvdo. Ricardo Suarez","0","5","16","0","21","20","18","8","12","18","0","22","15","5","16","16","20","0","212"
"A 37-04","Colegio Sonifel: Fundación Educativa Concepción Martín, Inc.","Calle Diego Zalduondo # 312","Fajardo","00738","Apartado70006","Fajardo","00738","(787) 863-3553","(787) 801-6498","colegiosonifel@gmail.com","miladisabel@hotmail.com","(787) 863-4410",,"Josefa Rodríguez Rodríguez","Josefa Rodríguez Rodríguez","Josefa Rodríguez Rodríguez","Josefa Rodríguez Rodríguez","0","13","20","0","24","30","30","30","18","36","0","29","14","23","25","14","25","0","331"
"A 37-06","Colegio Diocesano Santiago Apóstol","Urb Santa Isidra, Carr # 987, Km. 0.7, (Carr hacia Las Croabas)","Fajardo","00738","PO BOX 907","Fajardo","00738","(787) 863-0524","(787) 801-5700","santiagoapostolpr1@yahoo.com",,"(787) 860-6555",,"Luis A. Alicea Rivera","Luis A. Alicea Rivera","Luis A. Alicea Rivera","Luis A. Alicea Rivera","0","3","7","0","5","11","3","3","5","10","0","11","6","9","14","8","12","0","107"
"A 37-09","Fajardo Academy, Inc.","# 55 Calle Federico García, Esquina del Carmen","Fajardo","00738","PO BOX 1146","Fajardo","00738","(787) 863-1001","(787) 863-2110","fajardoacademy1962@gmail.com",,"(787) 863-2122",,"Sonia N Ruiz Quiñones","Sonia N Ruiz Quiñones","Sonia N Ruiz Quiñones","Sonia N Ruiz Quiñones","0","3","6","0","12","8","14","14","18","25","0","23","22","19","16","15","13","0","208"
"A 37-12","Northern Research & Training Institute, Inc.","Calle Dr. López #60, Locales #1 y #2, Fajardo Pueblo","Fajardo","00738","185 Ave. F.D. Roosevelt, Roosevelt Plaza, Suite 3D","San Juan","00917","(787) 763-7113","(787) 763-7113","fuentesvalentin@prw.net","northerninstitute@prw.net","(787) 653-0050","(787) 763-7113","No aplica","N/A","N/A","Angel A. Fuentes Valentín","0","0","0","0","0","0","0","0","0","0","0","0","0","31","26","33","31","0","121"
"A 38-01","Colegio de San Antonio Abad","Bo Tejas, Carr 908, Km. 2.2","Humacao","00791","PO BOX 729","Humacao","00792","(787) 384-0280","(787) 852-1616","csaa.hermits@gmail.com",,"(787) 852-1920",,"Abad Oscar Rivera, OSB, Abad y Superior General","Abad Oscar Rivera, OSB, Abad y Superior General","Abad Oscar Rivera, OSB, Abad y Superior General","Abad Oscar Rivera, OSB, Abad y Superior General","0","0","0","0","0","0","0","0","0","13","0","45","39","56","68","68","70","0","359"
"A 38-02","The Palmas Academy","#10 Academy Drive, Palmas del Mar","Humacao","00791","# 10 Academy Drive, Palmas del Mar","Humacao","00791","(787) 850-9120","(787) 850-9130","betzaida.nunez@palmasacademy.org","ivette.diaz@palmasacademy.org","(787) 850-9169","(787) 850-9169","Lidia Verson Vadillo","Lidia Verson Vadillo","Lidia Verson Vadillo","Lidia Verson Vadillo","15","16","16","0","26","26","28","29","36","18","0","25","21","33","30","28","28","0","375"
"A 38-06","Colegio Las Alameda","Urb San Antonio, E8 y E9, Calle 4","Humacao","00791","Urb San Antonio, E8 y E9, Calle 4","Humacao","00791","(787) 852-1600","(787) 370-7085","colegiolasalameda@gmail.com","elbacamunas@gmail.com","(787) 852-1600",,"Luz H. Alameda Torres de Camuñas","Luz H. Alameda Torres de Camuñas","N/A","N/A","8","4","10","0","13","8","0","0","0","0","0","0","0","0","0","0","0","0","43"
"A 38-07","Colegio Emilio Díaz Lebrón","Caserío Roig, Ave Principal #13","Humacao","00791","HC 02, BOX 13452","Humacao","00791","(787) 852-8798","(787) 852-8798","COLEGIOEMILIODIAZLEBRON@HOTMAIL.COM",,"(787) 852-8798","(787) 852-8798","Carmen M. Díaz Colón","Carmen M. Díaz Colón","Carmen M. Díaz Colón",,"0","12","13","0","16","20","18","17","18","9","0","8","9","4","0","0","0","0","144"
"A 38-08","Academia Pentecostal, Inc.","Ave Roosevelt # 83","Humacao","00792","PO BOX 9129","Humacao","00792","(787) 852-1880","(787) 852-1880","aphumacao@yahoo.com",,"(787) 852-1880",,"Diani I. Rivera Martinez","Diani I. Rivera Martinez","Diani I. Rivera Martinez",,"0","0","3","0","15","8","9","7","7","8","0","10","10","3","0","0","0","0","80"
"A 38-09","Colegio San Benito","Bo Pitahaya (Collores),  Carr # 924, Km. 0.8","Humacao","00792","PO BOX 728","Humacao","00792","(787) 852-1365","(787) 850-7075","sanbenitopr@yahoo.com","maryrsantana25@outlook.com","(787) 285-8137",,"Mary Ruth Santana","Mary Ruth Santana","Mary Ruth Santana","Mary Ruth Santana","0","8","14","0","25","21","41","48","38","29","0","20","16","22","13","0","0","0","295"
"A 38-10","Colegio Nuestra Señora del Perpetuo Socorro de Humacao, Inc.","Carr # 908, Km. 2.0, Ave Tejas","Humacao","00792","PO BOX 9107","Humacao","00792","(787) 852-0845","(787) 903-0043","nuestrasocorro@gmail.com",,"(787) 852-8706",,"Francisca M. Medina Hernández","Francisca M. Medina Hernández","Michelle N. Arroyo Medina","Michelle N. Arroyo Medina","0","0","4","0","6","8","13","15","11","15","0","19","28","30","28","39","47","0","263"
"A 38-11","Programa de Educación Comunal de Entrega y Servicios (P.E.C.E.S., Inc.)","Carr #3, Km 72.2 Punta Santiago, Humacao PR","Humacao","00741","PO BOX 647, Punta Santiago","Humacao","00741","(787) 285-7979","(787) 285-8791","educacion@proyectopecesinc.org","mlebron@proyectopecesinc.org","(787) 285-7878","(954) 281-5555","0","0","0","Yaira Rivera Hernandez","0","0","0","0","0","0","0","0","0","0","0","0","0","40","44","33","22","0","139"
"A 38-13","Academia Génesis, Inc.","Carr # 3, Ramal 924, Km. 3.1, Bo Collores, Sect Pitahaya","Humacao","00791","PO BOX 8638","Humacao","00792","(787) 852-1709","(787) 382-0700","agenesisbilingualschool@gmail.com","jrodrigu7021@hotmail.com","(787) 850-7619",,"Judith Rodríguez Pérez","Judith Rodríguez Pérez","Judith Rodríguez Pérez",,"0","15","13","0","23","21","23","21","29","17","0","18","17","14","0","0","0","0","211"
