"table_id","codigo","escuela","region","distrito","municipio_escolar","direccio_fisica","direccion_municipio","direccio_estado","direccion_zipcode","geolocalizacion","telefono","fax","director","zona","estatus_actual","nivel_original","grados_original","grados_posterior","matricula_total","grado_infant","grado_toddler","grado_pk","grado_pke","grado_pkm","grado_k","grado_1","grado_2","grado_3","grado_4","grado_5","grado_6","grado_sge","grado_7","grado_8","grado_9","grado_sgi","grado_10","grado_11","grado_12","grado_sgs","espa_ol_proficiente_avanzado","espa_ol_pre_b_sico","espa_ol_b_sico","espa_ol_proficiente","espa_ol_avanzado","matem_ticas_proficiente_avanzado","matem_ticas_pre_b_sico","matem_ticas_b_sico","matem_ticas_proficiente","matem_ticas_avanzado","ingl_s_proficiente_avanzado","ingl_s_pre_b_sico","ingl_s_b_sico","ingl_s_proficiente","ingl_s_avanzado","bajo_nivel_pobreza"
"710","21055","MANUELA TORO MORICE","CAGUAS","GURABO","CAGUAS I","URB. CAGUAS NORTE 5 CALLE ESTANBUR","CAGUAS","PR","7260000","(18.24024, -66.02402)","744-2111","745-0420","DR. AMILCAR ALVELO QUINTANA","URBANA","SI","SUPERIOR","12-Oct","12-Oct","977",,,,,,,,,,,,,,,,"209",,"262","266","240",,"35.07","18.01","46.92","19.43","15.64","1.61","33.87","64.52","1.61","0","36.36","30.68","32.95","17.61","18.75","71.34"
"713","46334","MARCELINO RODRIGUEZ","MAYAGUEZ","SAN SEBASTIAN","MOCA","CARR 125 KM 0 HM 2 BO VOLADORA","MOCA","PR","00676-0000","(18.38013, -67.07841)","877-2324","877-2324","ELIEZER GONZALEZ","RURAL","SI","SECUNDARIO","12-Jul","8-Jun","349",,,,,,,,,,,,"132",,"92","94","31",,,,,,"33.13","23.13","43.75","23.75","9.38","5.63","33.13","61.25","5.63","0","28.13","44.38","27.50","17.50","10.63","86.82"
"714","75838","MARGARITA JANER PALACIOS","SAN JUAN","GUAYNABO","GUAYNABO","CARR  ALEJANDRINO FINAL KM 1 HM 0","GUAYNABO","PR","9694429","(18.358, -66.1095)","720-2217","720-2105","ANAYANTIZIE ALTIERI","URBANA","SI","SUPERIOR","12-Oct","12-Oct","894",,,,,,,,,,,,,,,,"228",,"266","194","206",,"52.85","10.36","36.79","30.05","22.80","2.59","25.91","71.50","2.59","0","38.54","28.65","32.81","21.88","16.67","74.14"
"715","22053","MARGARITA RIVERA DE JANER","CAGUAS","GURABO","GURABO","CALLE SAN ANTONIO","GURABO","PR","00778-0000","(18.25695, -65.97421)","737-6594","737-4645","ELBA TORRES CORDOVA","URBANA","SI","ELEMENTAL","4 - 6 , EEE","K - 5, EEE, PKEE","511",,,,"15",,"72","66","66","80","85","66",,"61",,,,,,,,,"33.18","22.27","44.55","16.59","16.59","36.97","12.80","50.24","17.06","19.91","31.28","29.86","38.86","19.43","11.85","83.30"
"717","73890","MARIA C OSORIO","BAYAMON","TOA BAJA","TOA ALTA","URB TOA ALTA HEIGHTS CALLE 19 BO PINAS","TOA ALTA","PR","9530000","(18.36425, -66.21204)","799-3562","799-4400","LAURIE M. RIVERA MARRERO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 8, PKEE, EEE","691",,,,,,"88","114","103","106","125","125",,"30",,,,,,,,,"41.08","13.31","45.61","26.63","14.45","36.75","17.95","45.30","25.93","10.83","33.05","17.09","49.86","20.51","12.54","70.14"
"718","18192","MARIA CADILLA DE MARTINEZ","ARECIBO","ARECIBO","ARECIBO II","CARR 129 SECTOR LAS CUNETAS, INT CARR 490 FRENTE URB VILLA TOLEDO","ARECIBO","PR","6120000","(18.4413, -66.75795)","878-3480",,"DAVID GONZALEZ MARENGO- DIRECTOR INTERINO","URBANA","SI","SUPERIOR","12-Oct","12-Oct","669",,,,,,,,,,,,,,,,"273",,"152","114","130",,"27.68","19.64","52.68","21.43","6.25","2.68","28.57","68.75","2.68","0","36.04","26.13","37.84","18.92","17.12","78"
"720","25023","MARIA DAVILA SEMIDEY","HUMACAO","YABUCOA","PATILLAS",,,,,,,,,,"SI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.72"
"721","44545","MARIA DOLORES FARIA","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","AVE JC CLEMENTE","MAYAGUEZ","PR","00680-0000","(18.19648, -67.1531)","834-9289","834-6235","EDWIN HERNANDEZ ACEVEDO","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","300",,,,,,"14","22","15","10","12","9","7",,"47","39","39","86",,,,,"22.07","29.66","48.28","12.41","9.66","15.86","29.66","54.48","12.41","3.45","19.72","47.89","32.39","14.08","5.63","91.88"
"722","54684","MARIA E ARCHEVAL SALAMO DE VALDES","PONCE","PONCE","PONCE III","CARR 21 KM 35 HM 8M PONCE BY PASS","PONCE","PR","00732-7284","(17.9994, -66.63009)","843-0935","841-0689","RICHARD GARCIA JIMENEZ","URBANA","SI","PS - INSTITUTO","13-14","13-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"723","70557","MARIA E BAS DE VAZQUEZ","BAYAMON","BAYAMON","BAYAMON II","CARR 831 URB LOMAS VERDES","BAYAMON","PR","00960-1221","(18.37452, -66.14577)","786-5586","787-4290","JOSE OTERO- INTERINO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","287",,,,,,"44","49","39","41","52","36",,"26",,,,,,,,,"51.95","8.44","39.61","32.47","19.48","61.59","5.96","32.45","32.45","29.14","25","20.39","54.61","16.45","8.55","81.85"
"726","74476","MARIA J CORREDOR RIVERA","BAYAMON","TOA BAJA","TOA BAJA","CALLE CAMPO AMOR ESQ. PELAYO URB COVADONGA","TOA BAJA","PR","9510094","(18.40004, -66.20003)","740-2225","740-2225","MIRLA ALICEA","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","256",,,,,,"23","34","36","48","52","51",,"12",,,,,,,,,"55.06","6.33","38.61","20.89","34.18","65.82","1.27","32.91","32.28","33.54","50.64","10.90","38.46","39.74","10.90","72.80"
"727","50799","MARIA L MC DOUGALL","PONCE","YAUCO","GUANICA","23 CALLE 65 INFANTERIA","GUANICA","PR","6530599","(17.9729, -66.90846)","821-2490","821-2490","LUZ E RIVERA VEGA","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","179",,,"16",,,"24","27","32","21","25","18",,"16",,,,,,,,,"83.56","2.74","13.70","21.92","61.64","91.78","1.37","6.85","27.40","64.38","87.67","1.37","10.96","47.95","39.73","93.15"
"728","14373","MARIA LIBERTAD GOMEZ","PONCE","UTUADO","UTUADO","URB PEREZ MATOS CALLE ROBLES #18","UTUADO","PR","00641-2225","(18.26778, -66.70563)","894-2188","894-2188","JOHANNA RODRIGUEZ PAGAN","URBANA","SI","ELEMENTAL","3 - 6 , EEE","3 - 6 , EEE","112",,,,,,"15","7","9","12","12","29",,"28",,,,,,,,,"19.74","35.53","44.74","13.16","6.58","21.05","26.32","52.63","13.16","7.89","10.39","36.36","53.25","9.09","1.30","93.52"
"729","44842","MARIA LUISA ARCELAY","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","CALLE SAN EXPEDITO RES. SABALOS NUEVO","MAYAGUEZ","PR","6811647","(18.17974, -67.15468)","833-8845","833-8845","MARIA M CORIANO VILLA","URBANA","SI","ELEMENTAL","K - 6","K - 6","119",,,,,,"20","26","11","21","9","17","15",,,,,,,,,,"67.69","7.69","24.62","23.08","44.62","70.77","4.62","24.62","50.77","20","84.62","1.54","13.85","44.62","40","97.22"
"730","35840","MARIA M SIMMONS DE RIVERA","HUMACAO","FAJARDO","VIEQUES","CARR 993 KM 2","VIEQUES","PR","7651554","(18.12417, -65.4533)","741-0895","741-0895","ALEIDA ESCOBAR BELARDO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","231",,,,,,"23","40","36","39","35","42",,"16",,,,,,,,,"43.28","17.16","39.55","25.37","17.91","37.31","20.90","41.79","20.15","17.16","22.39","38.81","38.81","20.90","1.49","86.55"
"732","74039","MARIA TERESA PINEIRO","BAYAMON","TOA BAJA","TOA BAJA","CALLE LOS MARQUEZ FINAL BO SABANA","TOA BAJA","PR","00952-0000","(18.42989, -66.18531)","784-4140","261-4044","ELIZABETH APONTE","RURAL","SI","SUPERIOR","12-Oct","12-Oct","380",,,,,,,,,,,,,,,,"116",,"113","79","71","1","32.43","17.57","50","25.68","6.76","0","31.08","68.92","0","0","29.73","39.19","31.08","18.92","10.81","81.97"
"733","64956","MARIA TERESA SERRANO","SAN JUAN","CAROLINA","CAROLINA II","VIA 8, URB. VILLA FONTANA","CAROLINA","PR","9830127","(18.40368, -65.9754)","752-2975","752-2975","CARMEN DEL VALLE","URBANA","SI","ELEMENTAL","K - 6","K - 6","296",,,,,,"49","56","51","38","53","49",,,,,,,,,,,"59.46","14.59","25.95","24.32","35.14","57.07","9.78","33.15","25","32.07","51.09","8.70","40.22","29.89","21.20","86.96"
"734","70367","MARIA VAZQUEZ DE UMPIERRE","BAYAMON","BAYAMON","BAYAMON III","CARR 167 KM 15 HM 3 PARC VANS COY BO BUENA VISTA","BAYAMON","PR","9570000","(18.3432, -66.19601)","797-5360","279-1025","MIGUEL LUNA","RURAL","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","406",,,,,,"35","26","24","20","26","18","42","13","100","88",,"14",,,,,"35.20","22.04","42.76","20.07","15.13","18.75","26.64","54.61","12.83","5.92","28.81","35.43","35.76","18.87","9.93","84.11"
"737","75747","MARIANO ABRIL ELEMENTAL","SAN JUAN","GUAYNABO","GUAYNABO","CARR 8834 KM 1.8 BO RIO","CAGUAS","PR","00725-8900","(18.31826, -66.0943)","720-7870","287-9687","VICTOR A LEBRON","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","248",,,,,,"47","40","43","34","42","40",,"2",,,,,,,,,"54.47","4.88","40.65","24.39","30.08","65.85","0","34.15","34.15","31.71","62.60","3.25","34.15","26.02","36.59","88.41"
"738","70573","MARIANO FELIU BALSEIRO","BAYAMON","BAYAMON","BAYAMON II","URB LOMAS VERDES CARR 831","BAYAMON","PR","9560000","(18.37307, -66.14604)","785-9185","740-8850","YOLANDA GONZALEZ VEGA","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","374",,,,,,,,,,,,"107",,"96","100",,"71",,,,,"36.65","21.12","42.24","21.74","14.91","2.80","33.96","63.24","2.80","0","27.10","38.63","34.27","18.07","9.03","83.97"
"739","42283","MARIANO RIERA PALMER","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","CALLE MENDEZ VIGO 297","MAYAGUEZ","PR","00680-0000","(18.2075, -67.14982)","832-5262","832-5262","ANA MARTI RODRIGUEZ","URBANA","SI","ELEMENTAL","K - 6","K - 6","222",,,,,,"27","33","31","44","28","31","28",,,,,,,,,,"50.40","7.20","42.40","32","18.40","54.84","5.65","39.52","33.87","20.97","39.02","8.94","52.03","30.89","8.13","80.19"
"742","32524","MARTA SANCHEZ","HUMACAO","YABUCOA","YABUCOA","CARR 900 BO GUAYABO","YABUCOA","PR","00767-2002","(18.04359, -65.90717)","893-3300","893-3300","GRISEL LOPEZ-MARTINEZ","RURAL","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","142",,,"13","3",,"16","20","22","20","20","17",,"11",,,,,,,,,"33.78","21.62","44.59","24.32","9.46","28.38","17.57","54.05","22.97","5.41","24.32","14.86","60.81","12.16","12.16","79.20"
"743","70250","MARTA VELEZ DE FAJARDO","BAYAMON","BAYAMON","BAYAMON III","URB CANA 100 CALLE 11","BAYAMON","PR","00957-0000","(18.35196, -66.1865)","797-1775","279-2030","ORLANDO ANTONETTI AVILES","URBANA","SI","ELEMENTAL","K - 6","K - 6","608",,,,,,"69","92","100","95","90","82","80",,,,,,,,,,"52.30","10.63","37.07","32.18","20.11","47.67","5.81","46.51","30.81","16.86","52.89","13.01","34.10","30.35","22.54","68.20"
"744","52944","MARTIN G BRUMBAUGH","PONCE","SANTA ISABEL","SANTA ISABEL","33 CALLE EUGENIO MARIA DE HOSTOS","SANTA ISABEL","PR","00757-0000","(17.96771, -66.4043)","845-3315","845-2840","AMANDA R DE JESUS","URBANA","SI","ELEMENTAL","K - 3 , EEE","PK - 3, PKEE, EEE","367",,,"14","3",,"87","91","86","73",,,,"13",,,,,,,,,"64.29","14.29","21.43","40.48","23.81","80.49","9.76","9.76","39.02","41.46","85.71","11.90","2.38","59.52","26.19","76.78"
"745","78832","MARTIN GARCIA GIUSTI","BAYAMON","TOA BAJA","TOA BAJA","CARR 863 KM 0 HM 9 BO PAJAROS","TOA BAJA","PR","-951","(18.39932, -66.20876)","251-2231",,"JOSE DE JESUS MORALES","RURAL","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","424",,,,,,,,,,,,"92",,"129","96","87","20",,,,,"28.45","20.92","50.63","17.57","10.88","0.84","46.64","52.52","0.42","0.42","18.57","51.05","30.38","14.77","3.80","83.25"
"747","15396","MATEO HERNANDEZ","MAYAGUEZ","SAN SEBASTIAN","ISABELA","CARR 113 KM 3 HM 2 AVE NOEL ESTRADA BO GUAYABOS","ISABELA","PR","00662-0000","(18.48822, -66.99899)","872-5770","830-2950","RAMON ROSADO ALDARONDO","RURAL","SI","ELEMENTAL","K - 6","K - 6","194",,,,,,"23","26","34","36","36","39",,,,,,,,,,,"42.65","13.97","43.38","23.53","19.12","49.26","11.76","38.97","27.21","22.06","41.18","16.18","42.65","31.62","9.56","79.56"
"748","22012","MATIAS GONZALEZ GARCIA","CAGUAS","GURABO","GURABO","CALLE ANDRES ARUZ RIVERA CARR 189","GURABO","PR","00778-0000","(18.25481, -65.97079)","737-2056","737-3520","ELEUTERIO ALAMO FERNANDEZ","URBANA","SI","SEGUNDA UNIDAD","K - 9 , EEI - EES","K - 9 , EEI - EES","512",,,,,,,,,,,,"132","18","187","164",,"11",,,,,"34.72","19.43","45.85","21.62","13.10","5.95","31.72","62.33","3.96","1.98","26.33","35.84","37.83","15.49","10.84","77.15"
"750","69047","MEDARDO CARAZO","SAN JUAN","GUAYNABO","TRUJILLO ALTO","CALLLE CRUZ FINAL # 50","TRUJILLO ALTO","PR","00977-1867","(18.35391, -66.00569)","760-6575","761-0954","LOURDES ROSARIO GERENA","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","651",,,,,,,,,,,,,,,,"121",,"175","193","162",,"21.98","23.63","54.40","17.58","4.40","3.31","43.09","53.59","2.76","0.55","16.48","56.59","26.92","7.69","8.79","74.65"
"751","31245","MEDIANIA ALTA ELEMENTAL","HUMACAO","CANOVANAS","LOIZA","CARR 187 KM 5 HM 6 BO MEDIANIA ALTA","LOIZA","PR","7720000","(18.42529, -65.84256)","876-1200","256-1841","IVONNE POLACO RAMOS","RURAL","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","676",,,"16",,,"70","73","76","87","93","80","98","7","76",,,,,,,,"28.74","26.40","44.86","14.72","14.02","20.09","33.88","46.03","9.58","10.51","19.39","38.08","42.52","12.15","7.24","88.77"
"753","73668","MERCEDES GARCIA DE COLORADO","BAYAMON","TOA BAJA","CATANO","AVE FLOR DEL VALLE FINAL URB LAS VEGAS","CATANO","PR","00963-0000","(18.4355, -66.14768)","788-4025","788-0480","GISELLE DIAZ ROSADO","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","246",,,,,,,,,,,,"83",,"89","67",,"7",,,,,"31.88","26.64","41.48","20.09","11.79","10.96","40.35","48.68","7.02","3.95","21.05","43.42","35.53","17.11","3.95","88.62"
"754","71217","MERCEDES ROSADO","BAYAMON","COROZAL","NARANJITO","CARR 152 CALLE GEORGETTY","NARANJITO","PR","00719-0000","(18.30151, -66.24852)","869-3130","869-1870","MILAGROS CINTRON","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","493",,,,,,,,,,,,"157",,"157","139",,"40",,,,,"41.63","15.64","42.73","22.69","18.94","7.06","29.14","63.80","6.62","0.44","31.42","31.19","37.39","18.14","13.27","75.05"
"757","51375","MIGUEL A SASTRE OLIVER","PONCE","UTUADO","JAYUYA","CARR 527 KM 2 HM 1 BO VEGUITA SEC GRIPINAS","JAYUYA","PR","6640000","(18.20239, -66.5794)","828-2008","828-2008","MARIA DE LOS ANGELES TORRES","RURAL","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","176",,,"16",,,"30","32","31","27","15","21",,"4",,,,,,,,,"50","4.69","45.31","21.88","28.13","67.19","1.56","31.25","45.31","21.88","32.81","9.38","57.81","25","7.81","68"
"758","70615","MIGUEL DE CERVANTES SAAVEDRA","BAYAMON","BAYAMON","BAYAMON II","CARR 831 URB LOMAS VERDES","BAYAMON","PR","00960-2728","(18.36926, -66.14894)","785-0241","785-3575","CARMEN M. HERNNNDEZ ROSA","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","574",,,,,,,,,,,,,,,,"227",,"152","85","73","37","18.60","27.91","53.49","15.12","3.49","3.53","45.88","50.59","3.53","0","24.10","50.60","25.30","15.66","8.43","77.23"
"2","62844","ABELARDO DIAZ ALFARO","SAN JUAN","SAN JUAN II","SAN JUAN V","CARR 842 KM 6.4 CAIMITO ALTO","SAN JUAN","PR","00936-0000","(18.31255, -66.06287)","720-0040","720-0040","HAYXA FELICIANO FERNANDEZ","RURAL","NO","ELEMENTAL","K - 6","K - 6","135",,,,,,"16","22","20","19","19","19","20",,,,,,,,,,"71.43","1.30","27.27","35.06","36.36","61.04","5.19","33.77","25.97","35.06","59.74","5.19","35.06","45.45","14.29","68.22"
"974","12708","SU ANA DALILA BURGOS ORTIZ","BAYAMON","OROCOVIS","OROCOVIS","CARR 155 KM 1 BO BAUTA ARRIBA","OROCOVIS","PO BOX 1841","00720-0000","(18.18472, -66.40214)","867-0106","867-5898","JANETTE LOPEZ","RURAL","NO","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","158",,,,,,"13","12","22","15","8","19","18","4","23","24",,,,,,,"92","1","7","20","72","81","0","19","33","48","93","1","6","16","77","88.39"
"932","50617","RUFINO HUERTAS","PONCE","SANTA ISABEL","COAMO","CARR 153 SECTOR LAS FLORES BO IDELFONSO","COAMO","PR","00769-0000","(18.04695, -66.36297)","825-5444","825-5444","NORMA IRIS CARTAGENA BURGOS","RURAL","NO","ELEMENTAL","K - 6","K - 6","188",,,,,,"23","31","24","20","38","25","27",,,,,,,,,,"71.55","5.17","23.28","34.48","37.07","57.76","1.72","40.52","37.07","20.69","77.59","0.86","21.55","49.14","28.45","67.03"
"874","62703","RAFAEL QUINONES VIDAL","SAN JUAN","SAN JUAN II","SAN JUAN V","CARR 842 KM 1 HM 9 SECT LOS ROMEROS BO CAIMITO","SAN JUAN","PR","00926-0000","(18.3505, -66.08049)","720-4575","720-4575","JULIA FIGUEROA","RURAL","NO","ELEMENTAL","K - 6","K - 6","200",,,,,,"23","33","35","33","37","39",,,,,,,,,,,"24.84","21.02","54.14","18.47","6.37","23.57","25.48","50.96","14.01","9.55","19.48","28.57","51.95","13.64","5.84","77.44"
"511","15768","JOSE GAUTIER BENITEZ","ARECIBO","ARECIBO","HATILLO","CARR 490 KM 3.8","HATILLO","PR","00659-0000","(18.42787, -66.7884)","898-9096","262-3041","MARITZA DEL C. ATILES SOTO","RURAL","NO","ELEMENTAL","K - 6","K - 6","234",,,,,,"34","35","39","38","51","35",,"2",,,,,,,,,"91.03","1.28","7.69","19.87","71.15","87.18","0.64","12.18","17.31","69.87","92.31","0.64","7.05","32.69","59.62","86.16"
"786","50765","OLGA E COLON TORRES","PONCE","YAUCO","GUANICA","CARR 334 CALLE 2 SECTOR LA LUNA","GUANICA","PR","00653-0000","(17.97851, -66.89052)","821-3160","821-3160","JIMMY PACHECO","RURAL","NO","ELEMENTAL","K - 6","K - 6","145",,,"15",,,"17","23","23","23","17","27",,,,,,,,,,,"95.65","0","4.35","4.35","91.30","98.55","0","1.45","5.80","92.75","92.75","0","7.25","31.88","60.87","76.86"
"8","70862","ABRAHAM LINCOLN","BAYAMON","COROZAL","COROZAL","CALLE BOU FINAL","COROZAL","PR","00783-0000","(18.34198, -66.31734)","859-3007","859-1855","SARAH PADILLA MORALES","URBANA","NO","ELEMENTAL","4 - 6 , EEE","4 - 6 , EEE","385",,,,,,"44","64","62","51","68","48",,"48",,,,,,,,,"41.94","16.67","41.40","24.19","17.74","46.24","13.98","39.78","23.12","23.12","34.41","20.43","45.16","20.97","13.44","87.04"
"1058","21410","SU PEDRO DIAZ FONSECA","CAGUAS","CIDRA","CIDRA","CARR 1 KM 49 HM 6 BO BEATRIZ","CAYEY","PR","00737-0000","(18.1569, -66.09809)","738-3584","738-8620","JOSE O MALDONADO","RURAL","NO","SEGUNDA UNIDAD","K - 9","K - 9","201",,,,,,,"17","23","12","25","27","37",,"29","31",,,,,,,"28.83","23.93","47.24","17.79","11.04","17.18","22.70","60.12","13.50","3.68","19.63","44.17","36.20","9.20","10.43","85.07"
"298","31278","EMILIANO FIGUEROA TORRES","HUMACAO","CANOVANAS","LOIZA","CARR 187 KM 6 HM 7 BO TORRECILLA BAJA","LOIZA","PR","7720000","(18.45066, -65.9591)","791-5396","791-5396","MARIA E. ESCALERA CASANOVA","RURAL","NO","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","86",,,"16",,,"14","12","10","12","6","6","2","8",,,,,,,,,"31.43","14.29","54.29","22.86","8.57","54.29","17.14","28.57","31.43","22.86","42.86","22.86","34.29","17.14","25.71","92.06"
"299","61630","EMILIO CASTELAR","SAN JUAN","SAN JUAN I","SAN JUAN I","CALLE CASTELAR ESQ GILBERTO MONROIG VILLA PALMERA","SAN JUAN","PR","00912-0000","(18.44666, -66.05932)","727-7745","268-4227","EDWIN RODRIGUEZ GUTIERREZ","URBANA","NO","ELEMENTAL","K - 6","K - 6","157",,,,,,"25","27","25","29","26","25",,,,,,,,,,,"91.46","0","8.54","23.17","68.29","89.02","0","10.98","34.15","54.88","89.02","1.22","9.76","21.95","67.07","82.58"
"514","52134","JOSE GAUTIER BENITEZ","PONCE","PONCE","PONCE I","AVE D CALLE 4 URB JAIME L DREW","PONCE","PR","00732-0000","(18.03298, -66.61794)","844-3035","840-5467","MADELIN FIGUEROA MARRERO","URBANA","NO","ELEMENTAL","K - 6","K - 6","181",,,,,,"33","31","39","33","21","24",,,,,,,,,,,"84.93","4.11","10.96","24.66","60.27","91.78","0","8.22","20.55","71.23","83.56","1.37","15.07","46.58","36.99","67.44"
"1009","42234","SU FELISA RINCON DE GAUTHIER","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","CARR.339 KM.0HM.3 BO. LIMON","MAYAGUEZ","PR","-681","(18.18992, -67.06194)","831-5066","831-5066","NORMA I. CRUZ ECHEVARRIA","RURAL","NO","SEGUNDA UNIDAD","K - 9","K - 9","110",,,,,,"6","13","14","10","10","15","7",,"20","15",,,,,,,"79.03","3.23","17.74","8.06","70.97","87.10","0","12.90","25.81","61.29","69.35","1.61","29.03","32.26","37.10","88.79"
"14","51953","ADOLFO GRANA RIVERA","PONCE","YAUCO","PEÑUELAS","CALLE LUIS MUNOZ RIVERA","PENUELAS","PR","00624-0000","(18.05218, -66.72196)","836-1005","836-6347","MARTA SYLVIA JORDAN TORRES","URBANA","NO","ELEMENTAL","4 - 6 , EEE","4 - 6, EEE","270",,,,,,,,,,"72","96","93","9",,,,,,,,,"54.81","13.33","31.85","14.81","40","45.35","9.29","45.35","34.57","10.78","45.72","14.50","39.78","26.77","18.96","80"
"516","10348","JOSE GUALBERTO PADILLA","ARECIBO","ARECIBO","ARECIBO II","AVE CONSTITUCION BO COTTO","ARECIBO","PR","00613-0000","(18.46265, -66.73029)","878-2818","897-5242","MARIA V VALENTIN","URBANA","NO","INTERMEDIO","9-Jul","k - 8","212",,,,,,,,,,,,"93",,"60","59",,,,,,,"38.05","13.27","48.67","25.66","12.39","2.65","29.20","68.14","1.77","0.88","23.89","30.09","46.02","21.24","2.65","91.51"
"517","21303","JOSE GUALBERTO PADILLA","CAGUAS","CIDRA","CAYEY","CARR 1 KM 6 HM 8 BO PASTO VIEJO","CAYEY","PR","7370000","(18.09472, -66.21367)","738-7847","738-7847","ISRAEL ACEVEDO COLON","RURAL","NO","ELEMENTAL","K - 6","K - 6","54",,,,,,"11","8","8","7","14","6",,,,,,,,,,,"100","0","0","11.54","88.46","100","0","0","16","84","88","0","12","32","56","86.54"
"518","64691","JOSE GUALBERTO PADILLA","SAN JUAN","SAN JUAN II","SAN JUAN III","CALLE NEBLIN #500 4TA EXT CONTRY CLUB","SAN JUAN","PR","00924-0000","(18.41079, -66.00487)","769-5617","757-7110","HERMES G GAGOT ESCOBOSA","URBANA","NO","ELEMENTAL","K - 6","K - 6","219",,,,,,"25","40","37","45","35","37",,,,,,,,,,,"42.45","8.63","48.92","26.62","15.83","34.53","12.95","52.52","24.46","10.07","19.57","33.33","47.10","14.49","5.07","89.20"
