"caso","tr_mite","fecha_de_radicaci_n","a_o_de_radicaci_n","mes_de_radicaci_n","catastro","municipio","direcci_n","regi_n","status","adjudicado_o_pendiente","fecha_de_adjudicaci_n","siglas","x","y","radicado_por_pa","nombre_del_proyecto","publico_o_privado","rural_o_urbano","due_o_del_proyecto","costo_estimado","location_1","lat","lon"
"2014-304175-PCO-31849","Permiso Construccion Cert.","2014-12-01T14:30:00.000","2014","2014.12","037-068-310-49","Dorado","Carr 693, 4.7, Sabanera Dorado, Higuillar, Dorado","Central","Expedido","Adjudicado","2014-12-12T00:00:00.000","PCO-CERT","217613.04038759001","267666.41658850003","No","Sabanera Dorado - Teatro Escuela Tasis-Fase VII-B","Privado","Urbano","HACIENDA SAN MARTIN, INC. ","1755169","(18.4446201324462, -66.2666015625)","18.4446201324462","-66.2666015625"
"2014-305855-PCO-31848","Permiso Construccion Cert.","2014-12-01T14:21:00.000","2014","2014.12","168-043-012-44","Corozal","Carr. Pr-803, , Solar Núm. 1, Km. 1.2 Int, Sector Velilla, Palos Blancos, Corozal","Central","Cancelado","Adjudicado","2015-12-04T00:00:00.000","PCO-CERT","214695.78735537","251091.98610874001","No","Legalización de Estructura Existente para Vivienda","Privado","Rural","LEONEL FIGUEROA VAZQUEZ","30000","(18.2948970794677, -66.294334411621)","18.294897079467699","-66.294334411620994"
"2014-305795-PCO-31827","Permiso Construccion Cert.","2014-12-01T11:48:00.000","2014","2014.12","249-009-155-67","Aguas Buenas","Solar #26  Carr. 173, Km.5.3 Int, Hacienda Portal Al Campo, Sumidero, Aguas Buenas","Humacao","Expedido","Adjudicado","2014-12-10T00:00:00.000","PCO-CERT","231481.155295779","242270.393709889","No","Roberto Rodriguez,Inc.","Privado","Rural","ROBERTO RODRIGUEZ INC.","48050","(18.2150135040283, -66.1357116699218)","18.215013504028299","-66.135711669921804"
"2014-305736-PCO-31807","Permiso Construccion Cert.","2014-12-01T10:29:00.000","2014","2014.12","114-056-003-03","San Juan","Pr-1, 18.1 Marginal, Sector Minao, Caimito, San Juan","Central","Expedido","Adjudicado","2014-12-12T00:00:00.000","PCO-CERT",,,"Si","HARD ROCK DESIGN - SJ","Privado","Rural","JOSE GARCIA BLANCO","69800",,,
"2012-028784-PCO-31767","Permiso Construccion Cert.","2014-12-01T05:04:00.000","2014","2014.12","405-062-020-14","Lajas","Calle Acceso, Solar # 5, Bo. Parguera, Parguera, Lajas","Aguadilla","Expedido","Adjudicado","2015-01-28T00:00:00.000","PCO-CERT","134222.47030459001","216132.91424899001","No","Permiso de Construccion 8 Apartamentos","Privado","Rural","DELMA ROSADO ","18000","(17.9780864715576, -67.0543518066406)","17.978086471557599","-67.054351806640597"
"2014-305616-PCO-31747","Permiso Construccion Cert.","2014-11-30T17:41:00.000","2014","2014.11","007-087-140-05","Isabela","Walgreens Pr-4494 Intersección Pr-2, Km 111.6, Mora, Mora, Isabela","Aguadilla","Cancelado","Adjudicado","2015-12-02T00:00:00.000","PCO-CERT","137530.88340734001","270732.96300222003","No","Const. rotulo sobre terreno para Walgreens Isabela","Privado","Rural","WALGREENS OF PUERTO RICO INC. ","23150","(18.4714851379394, -67.024787902832)","18.4714851379394","-67.024787902832003"
"2014-304475-PCO-31729","Permiso Construccion Cert.","2014-11-29T15:49:00.000","2014","2014.11","340-000-006-57","Peñuelas","Pr-132, Km. 17.2 Int, Sector Ojo Del Agua, Tallaboa Alta, Peñuelas","Ponce","Expedido","Adjudicado","2014-12-09T00:00:00.000","PCO-CERT","173298.18898363999","225243.55888028","No","Anclaje Camper Sra Norma Ruiz","Privado","Rural","NORMA RUIZ ","2762.5","(18.061243, -66.6855509)","18.061243000000001","-66.685550899999996"
"2014-305195-PCO-31728","Permiso Construccion Cert.","2014-11-29T15:14:00.000","2014","2014.11","441-000-005-22","Guayama","Pr3, 140.2, Melania, Machete, Guayama","Humacao","Expedido","Adjudicado","2015-01-20T00:00:00.000","PCO-CERT","231895.29614542","214789.53589656","No","Templo Casa de Restauracion Eliasib","Privado","Urbano","JOSE LANAUSSE MONTAÑEZ","19872.45","(17.9667205810546, -66.132225036621)","17.966720581054599","-66.132225036620994"
"2014-305510-PCO-31727","Permiso Construccion Cert.","2014-11-29T14:40:00.000","2014","2014.11","097-011-377-40","Aguada","416, 1.1 Int., Sector La Mina, Piedras Blancas, Aguada","Aguadilla","Expedido","Adjudicado","2014-12-22T00:00:00.000","PCO-CERT","120704.48556661","259220.82981718","No","Residencia en H/B Sr. Hector Benitez","Privado","Rural","HECTOR  BENITEZ ","35000","(18.36692237854, -67.1836471557617)","18.36692237854","-67.183647155761705"
"2014-282708-PCO-31707","Permiso Construccion Cert.","2014-11-29T12:21:00.000","2014","2014.11","473-000-007-23","Culebra","Calle 14, Solar # 17, Ext. Villa Muñeco, Flamenco, Culebra","Central","Cancelado","Adjudicado","2015-12-02T00:00:00.000","PCO-CERT","319874.26205527899","253600.18252592901","No","Res. Jose A. Maldonado","Privado","Urbano","JOSE MALDONADO ","14736","(18.3142547607421, -65.2993927001953)","18.314254760742099","-65.299392700195298"
"2014-305495-PCO-31687","Permiso Construccion Cert.","2014-11-28T11:03:00.000","2014","2014.11","358-034-149-24","Lajas","Carr. Est. Núm. 117, 1.7, Santa Rosa, Santa Rosa, Lajas","Aguadilla","Cancelado","Adjudicado","2015-12-04T00:00:00.000","PCO-CERT","135661.12317901","224176.16265389","No","Enmienda a Permiso de Construcción -Const. Iglesia","Privado","Rural","CECILIO  ULLOA  ","18000","(18.0508003234863, -67.0410232543945)","18.0508003234863","-67.041023254394503"
"2013-198471-PCO-31668","Permiso Construccion Cert.","2014-11-27T06:49:00.000","2014","2014.11","239-000-007-07","Adjuntas","Parcela #  Camino Municipa Interior, Parcela ·21, Helechales, Yahuecas, Adjuntas","Ponce","Cancelado","Adjudicado","2015-12-23T00:00:00.000","PCO-CERT","161930.11707316001","239040.941634799","No","Sr.Christian Pagan Torres","Privado","Rural","CHRISTIAN  PAGAN TORRES","25428","(18.1857299804687, -66.7931900024414)","18.1857299804687","-66.793190002441406"
"2012-073703-PCO-31647","Permiso Construccion","2014-11-26T20:56:00.000","2014","2014.11","234-001-935-69","Mayagüez","Pr-106, Km. 5.3, Urb. Colinas Del Quemado, Quemado, Mayagüez","Aguadilla","Expedido","Adjudicado","2015-10-21T00:00:00.000","PCO-CONV","127241.48867296","242293.039187699","No","Residencia Multifamiliar - José Rivera","Privado","Rural","JUAN BARROSO ","1000","(18.2142162322998, -67.1211929321289)","18.214216232299801","-67.121192932128906"
"2014-257790-PCO-31627","Permiso Construccion Cert.","2014-11-26T13:18:00.000","2014","2014.11","400-089-013-03","Maunabo","Pr 760, 4.8, Sector Bordaleza, Emajagua, Maunabo","Humacao","Cancelado","Adjudicado","2015-12-03T00:00:00.000","PCO-CERT","258151.26340877","218758.09986992","No","RESIDENCIA HILARIO VEGA","Privado","Rural","HILARIO VEGA ","57756.5","(18.002025604248, -65.8842391967773)","18.002025604248001","-65.884239196777301"
"2014-289548-PCO-31607","Permiso Construccion Cert.","2014-11-26T10:52:00.000","2014","2014.11","198-072-044-62","Aguas Buenas","Carr. 156, Km. 49.1, Sec. Los Mormones, Mula, Aguas Buenas","Humacao","Pre-aprobado","Adjudicado",,"PCO-CERT","233711.20967715001","246789.01795258","Si","Glorivelisse Aponte Fontánez","Privado","Rural","GLORIVELISSE  APONTE FONTÁNEZ  ","12000","(18.2558059692382, -66.1145553588867)","18.2558059692382","-66.114555358886705"
"2014-304717-PCO-31589","Permiso Construccion Cert.","2014-11-26T09:54:00.000","2014","2014.11","068-088-023-22","Aguada","Pr-115, Km. 22.3 Int, Sector Casualidad, Guayabo, Aguada","Aguadilla","Expedido","Adjudicado","2014-12-17T00:00:00.000","PCO-CERT","118395.33001598","260388.913495329","No","Residencia Hector R. Moreno Bonilla","Privado","Rural","HECTOR MORENO ","74000","(18.3773880004882, -67.2055435180664)","18.3773880004882","-67.205543518066406"
"2013-197209-PCO-31588","Permiso Construccion Cert.","2014-11-26T09:32:00.000","2014","2014.11","054-000-005-92","Barceloneta","Carretera Estatal Pr-2, 58.2, Florida Afuera, Florida Afuera, Barceloneta","Arecibo","Expedido","Adjudicado","2015-08-11T00:00:00.000","PCO-CERT","185438.49350954001","266683.30344697001","No","Truck Unloading Fire Protection Project","Privado","Urbano","RAMÓN  FRONTANÉS ","22417.23","(18.4357604980468, -66.571174621582)","18.4357604980468","-66.571174621582003"
"2014-303376-PCO-31587","Permiso Construccion Cert.","2014-11-26T09:16:00.000","2014","2014.11","096-061-082-38","Rincón","Pr-413, Km. 5.9(Int.) Lote C, Puntas, Puntas, Rincón","Aguadilla","Expedido","Adjudicado","2014-12-09T00:00:00.000","PCO-CERT","113740.97537015","257755.926839469","No","Residencia del Sr. Oleg V. Abdrashitov","Privado","Rural","OLEG ABDRASHITOV TOIDZE","200000","(18.3534183502197, -67.2494735717773)","18.353418350219702","-67.249473571777301"
"2014-305121-PCO-31567","Permiso Construccion Cert.","2014-11-26T08:47:00.000","2014","2014.11","220-000-003-20","Barranquitas","Pr-772, Km 8.3 Int., Cañabon, Cañabón, Barranquitas","Ponce","Cancelado","Adjudicado","2015-12-05T00:00:00.000","PCO-CERT","209214.29626452","244802.811699849","No","Iris M. Vázquez Díaz","Privado","Rural","IRIS M. VÁZQUEZ DÍAZ ","78741","(18.2381057739257, -66.346206665039)","18.2381057739257","-66.346206665039006"
"2014-305281-PCO-31547","Permiso Construccion Cert.","2014-11-26T08:15:00.000","2014","2014.11","207-035-960-25","Mayagüez",". Carr 2, 149.9, ., Sabanetas, Mayagüez","Aguadilla","Pre-aprobado","Adjudicado",,"PCO-CERT","123139.3051857","244991.88432727","Si","Valla doble Digital Panamerican Mayaguez","Privado","Urbano","ALBERTO  FERNADEZ  ","100000","(18.2384567260742, -67.1600723266601)","18.238456726074201","-67.160072326660099"
"2011-042417-PCO-26838","Permiso Construccion Cert.","2011-08-12T14:58:00.000","2011","2011.08","062-000-001-06","Guaynabo","Edif #2 Carr #24, Km 0.0, Centro Industrial Amelia, Pueblo Viejo, Guaynabo","Central","Pre-aprobado","Adjudicado","2011-08-19T00:00:00.000","PCO-CERT",,,"No","JF MONTALVO - A","Privado","Rural","EUDALDO BAEZ GALIP","375000",,,
"2014-298355-PCO-31507","Permiso Construccion Cert.","2014-11-26T03:36:00.000","2014","2014.11","121-040-013-25","Fajardo","Calle  B  Num 180, Num 180, Las Croabas, La Roca, Sardinera, Fajardo","Central","Cancelado","Adjudicado","2014-12-27T00:00:00.000","PCO-CERT","284917.83277406899","258691.61593738","No","proyecto charles Vogel","Privado","Urbano","CHARLES  VOGEL ","20000","(18.361925125122, -65.6298446655273)","18.361925125121999","-65.629844665527301"
"2014-305010-PCO-31487","Permiso Construccion Cert.","2014-11-25T21:49:00.000","2014","2014.11","473-091-028-10","Culebra","Camino Roosevelt, Solar M-7, Urb. Playa Clara , Flamenco, Culebra","Central","Cancelado","Adjudicado","2014-12-27T00:00:00.000","PCO-CERT","318846.241953269","253344.462529899","No","Construccion Res. sr. Tomas David Rios Rodriguez","Privado","Rural","TOMAS RIOS  RODRIGUEZ","20500","(18.3120021820068, -65.3091278076171)","18.3120021820068","-65.309127807617102"
"2012-022441-PCO-31467","Permiso Construccion Cert.","2014-11-25T16:40:00.000","2014","2014.11","205-018-116-06","Ceiba","Carr. No.3, 52.7, Machos, Machos, Ceiba","Central","Expedido","Adjudicado","2014-12-02T00:00:00.000","PCO-CERT","283676.18138993898","248993.29315919001","No","Construccion Segundo Piso Escuela Hector Urdaneta","Privado","Urbano","VICTOR NEGRON RAMOS","130000","(18.2743530273437, -65.641990661621)","18.2743530273437","-65.641990661620994"
"2014-305117-PCO-31449","Permiso Construccion Cert.","2014-11-25T15:47:00.000","2014","2014.11","103-000-004-09","Arecibo","Carr. #4489, Km. 2.0 Int., Sector Hoyo Caña, Esperanza, Arecibo","Arecibo","Cancelado","Adjudicado","2016-01-16T00:00:00.000","PCO-CERT","164663.63995362","258478.25308259","No","ASOCIACIÓN PUERTORRIQUEÑA DEL NORTE","Privado","Rural","RAFAEL RAMOS PORTALATIN","98000","(18.3613891601562, -66.7676849365234)","18.3613891601562","-66.767684936523395"
"2014-239315-PCO-31448","Permiso Construccion Cert.","2014-11-25T15:19:00.000","2014","2014.11","299-087-431-55","Cayey","Calle 6, K-39, Urb. Jadines Del Torito, Rincón, Cayey","Humacao","Expedido","Adjudicado","2014-12-12T00:00:00.000","PCO-CERT","230693.969197689","232715.45080193901","No","Legalizar construccion de apartamentos","Privado","Urbano","CARLOS ORTIZ RODRIGUEZ","22070","(18.128698348999, -66.1432952880859)","18.128698348998999","-66.143295288085895"
"2014-300895-PCO-31447","Permiso Construccion Cert.","2014-11-25T15:16:00.000","2014","2014.11","193-000-005-21","Orocovis","155, 33.3, Santiago, Gato, Orocovis","Ponce","Expedido","Adjudicado","2015-01-21T00:00:00.000","PCO-CERT","204997.02474838","247666.740972959","No","PERMISO OROVERDE- TOROVERDE ADVENTURE PARK","Privado","Rural","JORGE JORGE FLORES","1320000","(18.2639942169189, -66.3860778808593)","18.263994216918899","-66.386077880859304"
"2014-303396-PCO-31428","Permiso Construccion Cert.","2014-11-25T14:22:00.000","2014","2014.11","367-051-109-60","Juana Díaz","Carr 584 Int. Carr 510, # 4, ., Amuelas, Juana Díaz","Ponce","Expedido","Adjudicado","2014-12-11T00:00:00.000","PCO-CERT","193201.07773856001","223110.09295368","Si","ANUNCIO PUBLICITARIO","Privado","Rural","SWITCH MEDIA ","22000","(18.04212254, -66.49754695)","18.042122540000001","-66.49754695"
"2014-299429-PCO-31427","Permiso Construccion Cert.","2014-11-25T14:08:00.000","2014","2014.11","253-000-001-71","Juncos","Pr 928, Km.3.6 Int., Km 3.6 Int, Valles De Lirios, Lirios, Juncos","Humacao","Cancelado","Adjudicado","2015-12-19T00:00:00.000","PCO-CERT","253114.041392349","242447.14863526","No","ELIZABETH VARGAS","Privado","Rural","ELIZABETH  VARGAS ","49223.65","(18.2161846160888, -65.9311904907226)","18.2161846160888","-65.931190490722599"
"2014-304888-PCO-31407","Permiso Construccion Cert.","2014-11-25T13:40:00.000","2014","2014.11","002-056-330-46","Isabela","Carr 4466, Km 0.8, Playa Jobos, Bajura, Isabela","Aguadilla","Cancelado","Adjudicado","2015-12-23T00:00:00.000","PCO-CERT","130983.882641649","275289.25438926899","No","Sonia Recan - Evelyn Quiñones","Privado","Rural","EVELYN QUIÑONES CARDONA","14626.52","(18.5124492645263, -67.0869216918945)","18.5124492645263","-67.086921691894503"
"2012-058020-PCO-31390","Permiso Construccion Cert.","2014-11-25T12:52:00.000","2014","2014.11","457-043-060-02","Vieques","Pr-989, Inter. Calle El Fuerte, Bo. Pueblo (Isabel Ii), Barrio Pueblo (Isabel Ii), Vieques","Central","Cancelado","Adjudicado","2014-12-26T00:00:00.000","PCO-CERT","305178.33053635003","235223.550055239","No","Rehabilitación Coliseo Nelsón Dieppa","Público","Rural","EFRÉN  BADÍA CABRERA","38292","(18.148998260498, -65.4393463134765)","18.148998260498001","-65.439346313476506"
"2014-304255-PCO-31388","Permiso Construccion Cert.","2014-11-25T12:03:00.000","2014","2014.11","012-075-078-25","Arecibo","Calle Domingo Rubio, #50, Pueblo, Barrio Pueblo, Arecibo","Arecibo","Expedido","Adjudicado","2015-03-03T00:00:00.000","PCO-CERT","169528.61738837001","270850.47793002002","No","Edificio Andrew Vigueras","Privado","Urbano","ANDREW VIGUERAS ","21000","(18.4732418060302, -66.7218322753906)","18.473241806030199","-66.721832275390597"
"2014-304416-PCO-31387","Permiso Construccion Cert.","2014-11-25T11:25:00.000","2014","2014.11","025-055-546-13","Isabela","Carr. 112, Km. 5.7 Interior, Arenales Alto, Arenales Altos, Isabela","Aguadilla","Expedido","Adjudicado","2014-12-03T00:00:00.000","PCO-CERT","136816.93553791","268445.74505029898","No","Residencia Dammaris Santiago","Privado","Rural","DAMMARIS SANTIAGO ","69500","(18.4507999420166, -67.0314712524414)","18.450799942016602","-67.031471252441406"
"2014-304751-PCO-31367","Permiso Construccion Cert.","2014-11-25T10:59:00.000","2014","2014.11","272-000-005-79","Barranquitas","Ramal-152, Km 0.3, Helechal, Helechal, Barranquitas","Ponce","Expedido","Adjudicado","2015-01-09T00:00:00.000","PCO-CERT","212061.261571379","237994.83577783901","No","Jesús M. Padilla Rivera","Privado","Rural","JESÚS M. PADILLA RIVERA ","26695","(18.1765823364257, -66.3193283081054)","18.1765823364257","-66.319328308105398"
"2014-305005-PCO-31347","Permiso Construccion Cert.","2014-11-25T09:10:00.000","2014","2014.11","054-073-583-92","Arecibo","Carr. 639, Km. 3.0, Hacienda San Agustin, Sabana Hoyos, Arecibo","Arecibo","Expedido","Adjudicado","2014-12-15T00:00:00.000","PCO-CERT","181380.40207111","264119.92447649001","No","SONIA MELENDEZ MARTINEZ","Privado","Rural","SONIA MELENDEZ MARTINEZ","74705.13","(18.4125709533691, -66.6095657348632)","18.412570953369102","-66.609565734863196"
"2014-304409-PCO-31308","Permiso Construccion Cert.","2014-11-25T06:57:00.000","2014","2014.11","228-060-289-02","Naguabo","Carr. Pr-950, Km. 2.6, Int, Parcela # 6, Sector Higuerillo, Peña Pobre, Naguabo","Humacao","Cancelado","Adjudicado","2015-12-12T00:00:00.000","PCO-CERT","265562.77527669002","244066.69106692","No","CONSTRUCCION DE RESIDENCIA EN 'SPLIT LEVEL'","Privado","Rural","ANAIN RIVERA REYES","85950","(18.2304725646972, -65.8134460449218)","18.230472564697202","-65.813446044921804"
"2014-304914-PCO-31307","Permiso Construccion Cert.","2014-11-25T06:11:00.000","2014","2014.11","357-000-005-73","Lajas","N/A 316, 1.9, N/A, Candelaria, Lajas","Aguadilla","Expedido","Adjudicado","2015-06-30T00:00:00.000","PCO-CERT","132170.92787817001","225060.17658224","No","CONST.RESIDENCIA EN BLOQUES Y HORMIGON","Privado","Rural","MARIA SANTIAGO  TORO","70000","(18.0586795806884, -67.0740203857421)","18.058679580688398","-67.074020385742102"
"2014-304975-PCO-31287","Permiso Construccion Cert.","2014-11-25T01:41:00.000","2014","2014.11","367-031-047-35","Juana Díaz","Calle Las Rosas, Parcela 277, Comunidad Cristina, Tijeras, Juana Díaz","Ponce","Cancelado","Adjudicado","2015-11-27T00:00:00.000","PCO-CERT","193475.65775462001","223788.16127191001","No","Construccion de vivienda en bha de Rosa Vazquez","Privado","Urbano","ROSA VAZQUEZ ORTIZ","48000","(18.0482501983642, -66.4949569702148)","18.048250198364201","-66.494956970214801"
"2014-302546-PCO-31268","Permiso Construccion","2014-11-24T23:08:00.000","2014","2014.11","473-092-034-08","Culebra","Calle #2, Parcela #146, Comunidad Clark, Flamenco, Culebra","Central","Cancelado","Adjudicado","2014-12-27T00:00:00.000","PCO-CONV","319316.08959892002","253231.66650796001","No","Instalación Trailer","Privado","Rural","JUAN RODRIGUEZ RIVERA","4800","(18.310956954956, -65.3046951293945)","18.310956954956001","-65.304695129394503"
"2014-304883-PCO-31267","Permiso Construccion Cert.","2014-11-24T22:25:00.000","2014","2014.11","200-086-135-43","Gurabo","Walgreens Pr-189 Intersección  Pr-181, Parcela A, Mamey, Mamey, Gurabo","Humacao","Cancelado","Adjudicado","2015-12-03T00:00:00.000","PCO-CERT","249238.16539000001","246590.5340942","No","Const rotulo sobre terreno para Walgreens Gurabo","Privado","Urbano","WALGREENS OF SAN PATRICIO ","24665","(18.2537117004394, -65.9677352905273)","18.2537117004394","-65.967735290527301"
"2014-304967-PCO-31259","Permiso Construccion Cert.","2014-11-24T18:30:00.000","2014","2014.11","380-000-002-08","Cabo Rojo","Carr. 101, Fura, Fura, Boquerón, Cabo Rojo","Aguadilla","Expedido","Adjudicado","2015-02-04T00:00:00.000","PCO-CERT","122630.62479001","219933.533086129","No","Mejoras al Cuartel de Fura en Balneario Boqueron","Público","Urbano","MAYLA SANCHEZ ","55552","(18.0120391845703, -67.1639404296875)","18.012039184570298","-67.1639404296875"
