"calendario","genero","institucion_de_procedencia","campus","program","gpa","igs","location_1"
"Calendario Académico 13-14","Masculino","0001531-E/S CON DEPTO OCUP RUBEN RODRIGUEZ FIGUEROA","CAROLINA","832016 - Grado Asociado en Diseño de Interiores","3.40","294","
NARANJITO, PR 
(18.33379665600046, -66.21724000599966)"
"Calendario Académico 13-14","Masculino","0002869-COLEGIO SAN JUAN APOSTOL Y EVANGELISTA","RIOPIEDRAS","200914 - Bachillerato en Artes con concentración en Estudios Interdisciplinarios","3.94","294","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002947-ACADEMIA MARIA REINA","RIOPIEDRAS","201201 - Bachillerato en Ciencias con concentración en Estudios Interdisciplinarios","3.57","324","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Femenino","0001110-E/S DR AGUSTIN STAHL","HUMACAO"," - ","3.88","307","
LAS PIEDRAS, PR 
(18.278409975000443, -65.81968667199965)"
"Calendario Académico 13-14","Femenino","0001135-E/S DR JUAN J OSUNA","CAYEY","500302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.57","287","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001610-E/S PEDRO FALU ORELLANO","HUMACAO","600505 - Bachillerato en Ciencias en Ingeniería Química-Traslado Articulado RUM","4.00","378","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Femenino","0001172-E/S VOCACIONAL BENJAMIN HARRISON","CAYEY","500423 - Bachillerato en Artes en Educación Elemental con concentración en Ciencias Naturales","3.17","294","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Femenino","0001500-E/S CATALINA MORALES DE FLORES","AGUADILLA","810318 - Bachillerato en Sistemas de Oficina","3.47","262","
MOCA, PR 
(18.461009990000434, -67.05658999199966)"
"Calendario Académico 13-14","Femenino","0001134-E/S MANUELA TORO MORICE","RUM","300505 - Bachillerato en Ciencias en Ingeniería Química","4.00","345","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001170-E/S MIGUEL MELENDEZ MUNOZ","CAYEY","501606 - Bachillerato en Artes con concentración en Sociología","3.62","290","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Femenino","0001220-E/S JUANA COLON","CAYEY","500902 - Bachillerato en Artes con concentración en Humanidades","3.97","281","
COMERIO, PR 
(18.28165332000043, -66.20803000599966)"
"Calendario Académico 13-14","Masculino","0001643-ESCUELA SECUNDARIA AMALIA MARIN","CAROLINA","831622 - Bachillerato en Artes Ciencias Sociales en Justicia Criminal conc en Ley y Sociedad","3.38","306","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002923-PIAGET BILINGUAL ACADEMY","RIOPIEDRAS","201224 - Bachillerato en Ciencias de Cómputos","3.69","321","
VEGA BAJA, PR 
(18.49414997700046, -66.40055999699962)"
"Calendario Académico 13-14","Masculino","0001210-E/S RAMON JOSE DAVILA","PONCE","851231 - Bachillerato en Ciencias Naturales con concentración en Biomédica","4.00","335","
COAMO, PR 
(18.176566680000462, -66.44423666599965)"
"Calendario Académico 13-14","Masculino","0001484-CENTRO RES DE OPORTUNIDADES EDUC (CROEM)","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","3.95","350","
MAYAGUEZ, PR 
(18.273449985000468, -67.15902331699965)"
"Calendario Académico 13-14","Femenino","0002856-BALDWIN SCHOOL OF PUERTO RICO","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","4.00","356","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001638-ESCUELA ESPEC UNIVERSITY GARDENS","RIOPIEDRAS","201212 - Bachiller en Ciencias con concentración en Ciencias Ambientales","3.60","317","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0003934-OTRAS HOMESCHOOLING","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","3.59","356","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002957-COLEGIO ESPIRITU SANTO","RIOPIEDRAS","200915 - Bachillerato en Artes con concentración en Historia del Arte","3.85","333","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001321-E/S PADRE ANIBAL REYES BELEN","ARECIBO","844506 - Bachillerato en Ciencias con concentración en Microbiología","4.00","352","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Masculino","0001390-E/S LEONIDES MORALES RODRIGUEZ","RUM","301602 - Bachillerato en Artes en Ciencias Sociales(2003)","3.69","283","
BOQUERON, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0002915-COLEGIO CATOLICO NOTRE DAME","RIOPIEDRAS","201604 - Bachillerato en Artes con concentración en Ciencias Políticas","4.00","345","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0001304-ANTILLES HIGH SCHOOL","CAROLINA","830410 - Bachillerato Artes Educ Sec concentración en Educación Ocupacional","3.02","257","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002914-ACADEMIA DISCIPULOS DE CRISTO DE BAYAMON","BAYAMON","860304 - Bachillerato en Administración de Empresas con concentración en Finanzas","3.27","281","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Masculino","0002962-COLEGIO SAN JOSE","RUM","300507 - Bachillerato en Ciencias en Ingeniería de Computadoras(2005)","4.00","374","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001100-E/S VOCACIONAL PABLO COLON BERDECIA","RIOPIEDRAS","209878 - Programa de Destrezas-Educación","3.34","265","
BARRANQUITAS, PR 
(18.249683322000465, -66.31458997599964)"
"Calendario Académico 13-14","Masculino","0002901-RAMEY SCHOOL","RUM","300308 - Bachillerato Ciencias Administración Empresas en Sistemas Computadorizados de Información","3.77","329","
SAN SEBASTIAN, PR 
(18.395099988000425, -67.00910998599966)"
"Calendario Académico 13-14","Masculino","0001125-E/S MONSERRATE LEON DE IRIZARRY","RUM","300506 - Bachillerato en Ciencias en Agrimensura y Topografía","3.52","294","
BOQUERON, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0002878-COLEGIO NTRA SRA DEL CARMEN","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","3.92","330","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Femenino","0002910-ACADEMIA SUPERIOR SANTO TOMAS DE AQUINO","UTUADO","823101 - Grado Asociado en Ciencias en Ciencias Naturales","3.58","287","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Masculino","0001020-E/S DR CARLOS GONZALEZ","AGUADILLA","811620 - Bachillerato Artes en Ciencias Sociales conc Psicología y Salud Mental-TA UPR Ponce","3.39","294","
AGUADA, PR 
(18.41521998200045, -67.15999331399962)"
"Calendario Académico 13-14","Femenino","0002894-PUERTO RICO CHRISTIAN SCHOOL","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","3.89","341","
TOA BAJA, PR 
(18.47601332500045, -66.18318334199967)"
"Calendario Académico 13-14","Femenino","0002809-GUAMANI PRIVATE SCHOOL","RUM","300102 - Bachillerato en Ciencias Agrícolas (2003)","3.37","309","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Femenino","0002910-ACADEMIA SUPERIOR SANTO TOMAS DE AQUINO","BAYAMON","860440 - Bachillerato en Educación Pre-escolar y Elemental","3.58","287","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001119-E/S FRANCISCO MANRIQUE CABRERA","BAYAMON","861225 - Bachillerato en Ciencias Naturales con concentración en Biología-Enfoque Humano","3.76","325","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0002838-COLEGIO CONGREGACION MITA","CAROLINA","830934 - Bachillerato en Estudios Multidisciplinarios con concentración en Cultura Turística","3.36","290","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002787-ACADEMIA COOP DE INTEGRACION SOCIAL","CAYEY","500321 - Bachillerato en Tecnología y Administración de Oficinas-Administración de Oficinas","3.52","258","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002924-COLEGIO NTRA SRA DEL CARMEN","CAROLINA","830926 - Bachillerato en Artes con concentración en Artes Gráficas","3.58","304","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001484-CENTRO RES DE OPORTUNIDADES EDUC (CROEM)","RUM","300505 - Bachillerato en Ciencias en Ingeniería Química","4.00","350","
OROCOVIS, PR 
(18.293503323000436, -66.37785665899963)"
"Calendario Académico 13-14","Femenino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","ARECIBO","842706 - Grado Asociado en Tecnología Veterinaria","3.57","306","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Masculino","0001570-PONCE HIGH SCHOOL","PONCE","854004 - Bachillerato Sistemas de Información Computarizadas","3.35","272","
PENUELAS, PR 
(18.135153337000474, -66.76706666599966)"
"Calendario Académico 13-14","Femenino","0001541-E/S ALBERTO MELENDEZ TORRES","CAYEY","501201 - Bachillerato en Ciencias Naturales","3.97","316","
OROCOVIS, PR 
(18.293503323000436, -66.37785665899963)"
"Calendario Académico 13-14","Femenino","0002699-TASIS SCHOOL","RUM","300505 - Bachillerato en Ciencias en Ingeniería Química","3.89","365","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Masculino","0002878-COLEGIO NTRA SRA DEL CARMEN","RIOPIEDRAS","200304 - Bachillerato Administración Empresas con concentración en Finanzas","3.75","321","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Femenino","0002786-DRA WILMA CHAVES - AVANCE 2000","CAROLINA","830934 - Bachillerato en Estudios Multidisciplinarios con concentración en Cultura Turística","3.02","252","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Femenino","0002927-COLEGIO EPISCOPAL SAN ANDRES","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","4.00","342","
MAYAGUEZ, PR 
(18.273449985000468, -67.15902331699965)"
"Calendario Académico 13-14","Femenino","0001550-E/S RAFAELINA E LEBRON FLORES","PONCE","850419 - Bachillerato en Artes en Educación Elemental","3.80","266","
PATILLAS, PR 
(18.10874667100046, -66.05169669099962)"
"Calendario Académico 13-14","Femenino","0001541-E/S ALBERTO MELENDEZ TORRES","CAYEY","501202 - Bachillerato en Ciencias con concentración en Biología","3.97","316","
OROCOVIS, PR 
(18.293503323000436, -66.37785665899963)"
"Calendario Académico 13-14","Masculino","0002957-COLEGIO ESPIRITU SANTO","RIOPIEDRAS","200302 - Bachillerato Administración Empresas con concentración en Contabilidad","3.52","291","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002845-ACADEMIA CRISTO DE LOS MILAGROS","RUM","300311 - Bachillerato en Ciencias en Administración de Empresas en Mercadeo (2004)","4.00","336","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Femenino","0002844-LICEO AGUADILLANO INC","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.51","311","
MOCA, PR 
(18.461009990000434, -67.05658999199966)"
"Calendario Académico 13-14","Masculino","0002832-COLEGIO BAUTISTA DE LEVITTOWN","BAYAMON","862009 - Grado Asociado en Tecnología de la Ingeniería Civil","3.26","250","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0002915-COLEGIO CATOLICO NOTRE DAME","UTUADO","820419 - Bachillerato en Artes en Educación Elemental","2.57","238","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Masculino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","RIOPIEDRAS","201204 - Bachillerato en Ciencias con concentración en Química","3.82","331","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Femenino","0002903-CUPEYVILLE SCHOOL","RIOPIEDRAS","200915 - Bachillerato en Artes con concentración en Historia del Arte","3.84","343","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Femenino","0002922-COLEGIO LOURDES","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","4.00","341","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0002869-COLEGIO SAN JUAN APOSTOL Y EVANGELISTA","CAYEY","501202 - Bachillerato en Ciencias con concentración en Biología","3.83","335","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002689-CAGUAS PRIVATE SCHOOL","RUM","300102 - Bachillerato en Ciencias Agrícolas (2003)","3.44","299","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002986-THE EPISCOPAL CATHEDRAL SCHOOL","CAROLINA","830934 - Bachillerato en Estudios Multidisciplinarios con concentración en Cultura Turística","3.30","269","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001020-E/S DR CARLOS GONZALEZ","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","4.00","312","
AGUADA, PR 
(18.41521998200045, -67.15999331399962)"
"Calendario Académico 13-14","Femenino","0002705-ACADEMIA PRESBITERIANA","BAYAMON","861226 - Bachillerato en Ciencias Naturales con concentración en Biología","3.75","327","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0001050-E/S DR JOSE N GANDARA","CAYEY","500321 - Bachillerato en Tecnología y Administración de Oficinas-Administración de Oficinas","2.88","263","
AIBONITO, PR 
(18.180233340000427, -66.24227669099963)"
"Calendario Académico 13-14","Femenino","0001150-E/S LUIS HERNAIZ VERONNE","CAROLINA","830926 - Bachillerato en Artes con concentración en Artes Gráficas","3.97","304","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Femenino","0001440-E/S ISIDRO A SANCHEZ","HUMACAO","600703 - Bachillerato en Ciencias en Enfermería","4.00","306","
FAJARDO, PR 
(18.391436643000475, -65.59305335299962)"
"Calendario Académico 13-14","Masculino","0002999-OTRAS ESC SUP PRIVADAS DE PR","ARECIBO","840302 - Bachillerato en Administración de Empresas concentración en Contabilidad","3.94","306","
LARES, PR 
(18.368009988000438, -66.89100998399965)"
"Calendario Académico 13-14","Femenino","0001660-E/S LUIS NEGRON LOPEZ","RUM","300501 - Bachillerato en Ciencias en Ingeniería Civil","3.92","316","
SABANA GRANDE, PR 
(18.151246670000432, -66.92696999899965)"
"Calendario Académico 13-14","Femenino","0001060-E/S LUIS MUNOZ MARIN","RUM","301603 - Bachillerato en Artes en Economía(2003)","3.64","287","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Masculino","0001150-E/S LUIS HERNAIZ VERONNE","CAROLINA","831621 - Bachillerato en Artes Ciencias Sociales en Justicia Criminal conc en Psicología Forense","3.23","297","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Femenino","0001172-E/S VOCACIONAL BENJAMIN HARRISON","CAYEY","500321 - Bachillerato en Tecnología y Administración de Oficinas-Administración de Oficinas","3.38","269","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Masculino","0001035-E/S BENITO CEREZO VAZQUEZ","AGUADILLA","810444 - Bachillerato en Artes en Educación Elemental","3.19","265","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Masculino","0002914-ACADEMIA DISCIPULOS DE CRISTO DE BAYAMON","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","4.00","348","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001765-E/S VOCACIONAL PETRA ZENON DE FABERY","CAROLINA","830934 - Bachillerato en Estudios Multidisciplinarios con concentración en Cultura Turística","3.52","265","
RIO GRANDE, PR 
(18.423009996000474, -65.82873668799965)"
"Calendario Académico 13-14","Femenino","0002885-COLEGIO MARIA AUXILIADORA","CAROLINA","832017 - Grado Asociado en Automatización Industrial","2.95","264","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0002908-COLEGIO DE LA SALLE","BAYAMON","864002 - Bachillerato en Ciencias de Computadoras","3.51","300","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0002915-COLEGIO CATOLICO NOTRE DAME","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.26","300","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0001421-E/S FLORENCIA GARCIA","HUMACAO","600310 - Bachillerato en Administración de Empresas con concentración en Recursos Humanos","3.42","278","
HUMACAO, PR 
(18.20652000600046, -65.79329334199963)"
"Calendario Académico 13-14","Femenino","0001638-ESCUELA ESPEC UNIVERSITY GARDENS","BAYAMON","860501 - Bachillerato en Ciencias en Ingeniería Civil-Traslado Articulado RUM","3.68","342","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
