"corpname","corpregisterindex","bestatus","corpclasstype","corporationtype","corporationjurisdictiontype","physicalcitycorp","physicalstatecorp","fullnameagent","fullnameofficer1","fullnameofficer2"
"CASA DE CONSOLACION Y SERVICIO A LA FAMILIA, INC.","306986-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","CIDRA","PR","LUIS M. FLORES","LUIS M. FLORES",
"SUNSET CORP.","386034-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SALINAS","PR","JULIO E ROSA","JULIO E ROSA",
"MINISTERIO MUSICAL AZARIAS, INC.","48600-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR",,,
"JC CONSTROUCTION  L.L.C.","386906-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAGUAS","PR","Basilio Castro",,
"H. VEGA'S SERVICE STATION, INC.","137675-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAROLINA","PR","HERIBERTO VEGA","HERIBERTO  VEGA","HERIBERTO  VEGA"
"AGRUPACIN PROMESAS INC.","60663-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Humacao","PR",,,
"HOGAR DE ENVEJECIENTES MVP COMPAA DE RESPONSABILIDAD LIMITADA","336787-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CABO ROJO","PR","RUFINO SOTO",,"RUFINO SOTO"
"CASITAS DE LA AMISTAD DE CULEBRA INC.","193391-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAROLINA","PR","MANUEL  F. OTERO","ARMINDA HERNANDEZ","MANUEL OTERO"
"PERSONALIS HEALTH MANAGEMENT, LLC","346472-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Santurce","PR",,,
"FRATERNIDAD INTERNACIONAL DE IGLESIAS  CRISTIANAS INDEPENDIENTES, INC.","60339-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Vega Alta","PR",,,
"IGLESIA CRISTIANA AL ABRIGO DEL ALTISIMO INC.","335465-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","coto laurel","PR","Braim E. Roman","Raul Roman","Sheila V. vazquez"
"VC ACCOUNTING AND TAX SERVICES , P.S.C.","325104-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","Guaynabo","PR","Victoria Canellas","VICTORIA CANELLAS","VICTORIA CANELLAS"
"IGLESIA CRISTIANA, CASA DE DIOS, INC.","12099-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"ASOCIACION DE PROFESORES DEL COLEGIO UNIVERSITARIO DE HUMACAO, INCORPORADA","9575-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","HUMACAO","PR","LUIS SANCHEZ","RAMONITA REYES","EDUARDO RODRIGUEZ"
"LOS PEQUEOS EXPOS, INC","45765-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","VEGA BAJA","PR","FRANCISCO M DEL RIO","FRANCISCO DEL RIO","FRANCISCO DEL RIO"
"UNITED FAIR LANDS, L.L.C.","323809-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Caguas","PR","Gabriel A Muratti","Victor O Muratti","Janet R Stuart"
"DEV-BLOCK LLC","335472-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Bayamon","PR","Harry Gonzalez","Christopher Cabezudo",
"OPTIKS HEALTH SERVICES, LLC","311908-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Trujillo Alto","PR","Janice Salas","Joaquin O Lopez","Janice Salas"
"SOUTHERN PROPERTY MANAGEMENT AND REAL ESTATE, INC.","304676-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","GUAYAMA","PR",,"SAMUEL A GONZALEZ","SAMUEL A GONZALEZ"
"IGLESIA ARCA DE NOE DE VEGA ALTA, INC.","15630-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"DULCES DETALLES  INC.","387302-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","BAYAMON","PR",,"Aris M García","Aris M García"
"DYNAMICS ENGINEERS CORP.","132274-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","RIO PIEDRAS","PR","Jose E Bacardi","JOSE R BACARDI","JOSE R BACARDI"
"IGLESIA RESCATANDO LA OVEJA PERDIDA CORP.","32976-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"SERVICIOS MEDICO-PROFESIONALES DEL ESTE, INC.","158228-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Fajardo","PR","Sara Lopez","Sara Lopez","Sara Lopez"
"IGLESIA PRESBITERIANA DEL BHARRIO QUEBRADA DE CAMUY, PUERTO RICO, INC.","20314-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"COUNTRY CLUB PET SHOP, INC.","89492-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Carolina","PR","OMAR VIRELLA","Omar Virella","Awilda Vazquez"
"MINISTERIO INTERNACIONAL JESUCRISTO SANA LAS HERIDAS DEL HOMBRE, INC.","49969-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR",,,
"AUDIO VIDEO DESIGN LLC","388622-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","GUAYNABO","PR","Victor J Pagán","Victor J Pagán",
"INSPECTIONS IN ACTION, INC.","172145-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","JUAN MARTINEZ","JUAN MARTINEZ","JUAN MARTINEZ"
"FUNDACION AURORA INC.","387096-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","UTUADO","PR","PATRICIA GONZALEZ",,
"M I PROVIDER CORP.","196084-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","HATILLO","PR","LUIS C BETANCOURT","JOEL MONTIJO","JOEL MONTIJO"
"IGLESIA CRISTIANA CATACUMBA 6 DE ARECIBO INC.","48954-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Arecibo","PR",,,
"REYES ANNIMOS INC.","386516-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","ADJUNTAS","PR","Javier A Soto","Javier A Soto",
"PRIMERA IGLESIA ADAMBLEAS DE DIOS DE CIALES, INC.","21762-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"FLAGG BROS. OF PUERTO RICO, INC.","3068-112","ACTIVA","Corporación","Con Fines de Lucro","Foránea","Puerto Rico","PR",,"Robert Dennis","Matthew Johnson"
"DANELS, INC.","324929-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Moca","PR","David Velazquez","DAVID  VELAZQUEZ","DAVID  VELAZQUEZ"
"EQUIPO AA VEGA BAJA INC.","365370-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","VEGA BAJA","PR","EDWIN A MELENDEZ","EDWIN A MELENDEZ","EDWIN A MELENDEZ"
"HUMACAO BASKET - LIGA BALONCESTO COMUNITARIO HUMACAO INC.","387492-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","HUMACAO","PR","Armando Sanchez","Gabriel Fontanez","Armando Sanchez"
"MS DISTRIBUTORS LLC","338020-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Bayamón","PR",,,
"LORISA INVESTMENTS  LLC","385836-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","SAN JUAN","PR","WILFREDO A. MIGUEZ","GLORIA CLAVELL","GLORIA CLAVELL"
"MINISTERIO  I IGLESIA FUENTE DE VIDA CORPORACIN","332605-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Aguadilla","PR","Dionide Ramos","Dionide Ramos",
"CONGREGACION GUAYABAL DE LOS TESTIGOS DE JEHOVA DE JUANA DIAZ, INC.","18628-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"AFL TELECOMMUNICATIONS LLC","168-1532","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Foránea","Carolina","PR",,,
"IGLESIA BAUTISTA LA NUEVA EBENEZER, INC.","12764-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"OPR PETROLEUM CORP.","389881-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR",,,
"OYE  LA VOZ  DE DIOS EN ESTA HORA INC.","51579-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Yabucoa","PR",,,
"GL, CORP.","194598-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","JOSE R PANDO","CATALINA C PANDO","LUIS LOZADA"
"IGLESIA DE AMOR Y RESTAURACION CASA DE VICTORIA INC.","45561-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Bayamón","PR",,,
"MINISTERIO EVANGELISTICO IMPACTANDO LAS VIDAS, INC.","326616-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","yauco","PR","Mayra N Velez","Mayra N Velez",
"RUBELY DISTRIBUTORS INC.","378022-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","RINCON","PR","LYDIA GUERRA","RUBEN BADILLO","LYDIA GUERRA"
"SFC-CEMENTERIOS CATLICOS, INC.","307406-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR","Padre Marco A Rivera","Anne Eave","Ismael Falcon"
"FINCAS LA TOSCA, INC.","178926-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Bayamon","PR","René Molina","Karem Schneck","Karem Schneck"
"MINISTERIO LIBERANDO AL ATADO RESCATANDO AL PERDIDO, INC.","64344-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Carolina","PR",,,
"ZAMBRANA HEALTH COACH  LLC","386671-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","GUAYNABO","PR","ANDREA ZAMBRANA","ANDREA ZAMBRANA","ANDREA ZAMBRANA"
"RIEL HEALTHCARE SOLUTIONS LLC","391830-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","GURABO","PR","ELVIN A FELICIANO",,
"BEER BIKE PR, LLC","389477-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","GUAYNABO","PR","Carlos Dueño","Carlos Dueño",
"ZAYAS PIZZA & RESTAURANT 3 INC.","389067-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","BARRANQUITAS","PR","Wilfredo Zayas","Wilfredo Zayas",
"DACHA CORPORATION","136548-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","VIEQUES","PR","STUART LAWSON","STUART LAWSON","STUART LAWSON"
"JR TIRE INC.","387560-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","VEGA ALTA","PR","REBECA TORRES SEMPRIT","REBECA TORRES SEMPRIT",
"CONDOMINIUM MANAGEMENT SOLUTIONS, INC.","205928-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","San Juan","PR",,"MARIELSA OROBITG","MARIELSA OROBITG"
"HARBORSIDE RESORT 980 LLC","1210-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","San Juan","PR",,,
"BAYSIDE CONTRACTORS, INC.","107615-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","RAUL E. BETANCOURT","EDNA AMY","RAUL E BETANCOURT"
"IGLESIA CRISTO EN LAS PROFECIAS, INC.","8039-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"EMERGENT LLC","344721-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Aguadilla","PR","Julo C Cajigas","Julo C Cajigas",
"CONGREGACION DE BARRANQUITAS DE LOS TESTIGOS DE JEHOVA INC.","9528-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"DENTAL EXCELLENCE, P.S.C.","2112-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","SAN JUAN","PR","ROBERTO BERDIEL","ROBERTO BERDIEL","ROBERTO BERDIEL"
"MINISTERIO EVANGELISTICO JEHOV DIOS REINA INC.","347952-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","ARECIBO","PR","ALNALDO VARGAS","ALNALDO VARGAS",
"IGLESIA EVANGELICA CRISTIANA GETSEMANI, INC.","10000-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"ALL IN ONE MINI MARKET, LLC","330808-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","LUQUILLO","PR","ENRIQUE A MELENDEZ","YANAIRA GUADALUPE","YANAIRA GUADALUPE"
"MINISTERIO BENDITA LA SANGRE DE CRISTO INC.","335715-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","anasco","PR","Martin MGT Galloza","Martin MGT Galloza",
"ZAYAS PIZZA & RESTAURANT INC.","389062-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","BARRANQUITAS","PR","Wilfredo Zayas","Wilfredo Zayas",
"MINISTERIO LA NUEVA REVELACIN DE DIOS, INC.","63628-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Cayey","PR",,,
"BEACH VILLA VIP, CORP.","185545-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","HUMACAO","PR","Ana Dominguez","ANA DOMINGUEZ","HECTOR A FLORES"
"MATEO 3:3 VOZ DEL QUE CLAMA EN EL DESIERTO PREPARAD EL CAMINO DEL SEOR ENDEREZA SUS SENDAS INC.","51436-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR",,,
"IGLESIA PENTECOSTAL ARCOIRIS DE SALVACION INC.","59471-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio Grande","PR",,,
"VRM DEVELOPMENT, LLC","3549-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","San Juan","PR",,,
"ASOCIACIN CASAM  INC.","327553-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Moca","PR","Ángel L. Vega",,
"CONSTRUCTION & TECHNOLOGY PROVIDERS LLC","341433-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","San Juan","PR","Juan M Maldonado","Moises Rodriguez","Joed Vicente Romero"
"IGLESIA PENTECOSTAL CAMINOS DE SANTIDAD INC.","334738-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San German","PR","Jose A Ruiz","Aidaliz Martinez","Jose A Ruiz"
"IGLESIA METODISTA ALFA Y OMEGA DE BUENA VISTA HATILLO INC.","27692-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"GUWISCO, INC.","128874-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","FAJARDO","PR","MARIA GUZMAN","MARIA GUZMAN","MARIA GUZMAN"
"COOPERATIVA DE CREDITO HOGAR CASERA","489-221","ACTIVA","Cooperativa de Ahorro Y Crédito","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"'FUNDACION FELIPE CARDONA Y SATURNINA SANTANA, CORP.","53721-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","BAYAMON","PR","HIRAM CARDONA","HIRAM CARDONA","HIRAM CARDONA"
"EMPRESAS RIJOS INC.","390350-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","TOA BAJA","PR","CHRISTIAN A RIJOS","CHRISTIAN A RIJOS",
"GOTITAS DE AMOR Y ESPERANZA, INC.","63509-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Carolina","PR",,,
"TELEX COMMUNICATIONS LLC","391020-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","GUAYNABO","PR","Franklyn Weichselbaum",,
"KEMPERSPORTS PUERTO RICO, LLC","263-1532","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Foránea","Northbrook","IL",,,
"PREGONEROS DEL REINO, INC.","320392-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","san juan","PR","fausto d jose","fausto d jose",
"SUPERIOR EMERGENCY SERVICES CORP.","387503-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","SAN SEBASTIAN","PR","Kristopher Oscar Ortiz","Rocio Serrano","Rocio Serrano"
"PROYECTOS Y PRODUCCIONES AURORA, INC.","326582-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Mayaguez","PR","Edward F Seaton",,
"CONCILIO DE IGLESIAS PENTECOSTALES MONTE DE JEHOV, INC.","58656-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio Grande","PR",,,
"INTERNAL MEDICINE PRACTICE CARE PSC","391524-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","SAN JUAN","PR","MARCUS SANTIAGO","MARCUS SANTIAGO","MARCUS SANTIAGO"
"WOLF FLOW  INC.","350792-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Hato Rey","PR","Wilmer Manuel Alicea","Jonathan De Jesus","Wilmer Manuel Alicea"
"UNGIDOS POR EL PODER DE DIOS, CORP.","61247-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Manatí","PR",,,
"CONCILIO PENIEL EL ROSTRO DE DIOS INC.","58497-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Añasco","PR",,,
"E.L.R. INC.","137828-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","MANATI","PR","EDGARGO DAVILA","EDGARDO DAVILA","EDGARDO DAVILA"
"IGLESIA CRISTIANA LA VIA, INCORPORADA","33435-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","MAYAGUEZ","PR","MARVIN SUAREZ","OSCAR L. MORALES","CARMEN L. RIVERA"
"HERMANOS SANCHEZ CLASS,  INC.","367375-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","HATILLO","PR","LUIS A HERNADEZ","EDDIE SANCHEZ","EDDIE SANCHEZ"
"AHMED RUIZ CORP.","167540-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","AHMED RUIZ CORP. AHMED RUIZ","AHMED RUIZ","AHMED RUIZ"
"ARQUEROS DE BARCELONETA INC.","341414-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Barceloneta","PR","Mayte D Perello","LIMARIS FIGUEROA","LUIS O AYALA"
"NEURO CLINIC P.S.C.","6276-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","FAJARDO","PR","MARIA WISCOVITCH","MARIA D WISCOVITCH","MARIA D WISCOVITCH"
"SAMA MARIV CORP.","14512-112","ACTIVA","Corporación","Con Fines de Lucro","Foránea","TRUJILLO ALTO","PR","ROBERTO ORTIZ","ROBERTO ORTIZ","ROBERTO ORTIZ"
"LAZOS CORPORACIN","390880-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","William A Vigo",,
"COOPERATIVA DE CREDITO EMPLEADOS DE W. H. TOWLES","279-221","ACTIVA","Cooperativa de Ahorro Y Crédito","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"COOPERATIVA JUVENIL ESCOLAR MATEO HERNNDEZ","213-1321","ACTIVA","Cooperativa Juvenil","Sin Fines de Lucro","Doméstica","Isabela","PR",,,
"MINISTERIOS EVANGELISTICO JUVENTUD LLENOS DEL PODER DE DIOS INC.","30515-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","LAS PIEDRAS","PR","JOHN D RODRIGUEZ","DANIEL RODRIGUEZ","JOHN D RODRIGUEZ"
"MINIST. EVANGELISTICO RESCATANDO LAS ALMAS DE LAS TINIEBLAS A L A LUZ INC.","63561-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR",,,
"IGLESIA CRISTIANA LA PAZ DEL MUNDO INC","59655-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Humacao","PR",,,
"MOVIMIENTO INTERNACIONAL ""MUJERES SOLDADOS DE JESUCRISTO"" INC.","54464-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Bayamón","PR",,,
"BUONASERA  LLC","368082-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","MAYAGUEZ","PR",,"raymond velez","Jessie j Nieves"
"IGLESIA DE DIOS EL PESEBRE, INC.","55739-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Sebastián","PR",,,
"PETRA PR, L.L.C.","323271-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","SAN JUAN","PR","KATHERINE ORSINI","LANCE M AUTHELET","DAVID CINTRON"
"JAS CONSULTANTS & LEGAL ADVISORS LLC","390462-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAROLINA","PR","Joel Alicea","Joel Alicea",
"JB TAX AND ADVISORY SERVICES, LLC","329073-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","San Juan","PR","Jorge N Borri",,
"PERIOPERATIVE  C.P.","386949-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","SAN JUAN","PR","Alga Morales","Alga Morales","Alga Morales"
"IGLESIA CRISTIANA DE UNCION Y AVIVAMIENTO INC.","39010-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"ALIANZA PENTECOSTAL INTERNACIONAL INC.","347471-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio Grande","PR","Héctor Ortiz","Yomaira Ortiz","Yomaira Ortiz"
"CENTRO INTERNATIONAL REFUGIO Y RESTAURACIN KODESH INC.","59359-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Dorado","PR",,,
"FUNDACIN RAL A. MORALES GUANILL, INC.","386596-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","HUMACAO","PR",,"Raúl A Morales",
"AXV=VN ARTE POR LA VIDA =VITA NATURA INC.","386343-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR",,"Evelyn Oquendo","Evelyn Oquendo"
"IGLESIA MARANATHA DE A.I.C.U.","34499-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"INTERNATIONAL EMERGENCY CHAPLAIN CORP.","334195-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Trujillo Alto","PR","Israel Figueroa",,
"IGLESIA VIDA SAN JUAN, INC","7824-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio piedras","PR",,,
"PLATICAS, INC","45139-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio Piedras","PR",,,
"CENTRO EVANGELISTICO PENTECOSTES DE RIO GRANDE, INC.","324715-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","RIO GRANDE","PR","MARIA M LINERA",,
"BELEN AUTO REPAIR LLC","390843-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","AGUAS BUENAS","PR","OSVALDO BELEN","Mirelsa Ortiz","OSVALDO BELEN"
"PROCAR  CENTRO DE ALINEAMIENTO CORP.","386833-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CATANO","PR","MIGUEL A ALVAREZ","MIGUEL A ALVAREZ","MIGUEL A ALVAREZ"
"HATO GAS SERVICE STATION, LLC","181551-111","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","San Lorenzo","PR",,"Miguel Cotto","Miguel Cotto"
"REGIONAL HURRICANE CENTER DE PUERTO RICO, CORPORATION","312700-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Río Grande","PR","Gustavo Aponte","Gustavo Aponte",
"DOULMAR BABY CENTER  INC.","390640-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","TOA ALTA","PR","LIZETTE JIMENEZ","LIZETTE JIMENEZ","LIZETTE JIMENEZ"
"CONFORMATIC CORP.","149062-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","BAYAMON","PR","ZELIDA CABALLERO","RANDOR BERNAL","RANDOR BERNAL"
"AMERICA GROUP INC.","192222-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","RIO GRANDE","PR","MAYRA M CAMACHO","MAYRA M CAMACHO","MAYRA M CAMACHO"
"COUNSELING AND EDUCATIONAL ADVISING SERVICES, C.P.","314831-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","GURABO","PR","Edna M. Oyola","EDNA M OYOLA","EDNA M OYOLA"
"MISCELANEAS WHOLESALES, INC.","10565-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","San Juan","PR","ENRIQUE V PUJALS","CYNTHIA PUJALS","ENRIQUE PUJALS"
"BUENA COSECHA LLC","387210-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAGUAS","PR",,"Francisco S Cotto",
"IGLESIA CRISTIANA ADORAD AL REY INC.","50750-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Lajas","PR",,,
"PROYECTO REHABILITACION INC.","330225-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Orocovis","PR","Marelis Urquiza",,
"DISPONIBLE","50-911","ACTIVA","Corporación Especial para el Desarrollo Municipal","Con Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"AVF ADMINISTRATION L.L.C.","390827-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","BAYAMON","PR","Adnuchka Velilla",,
"SONSHINE MINISTRIES P.R. INC.","390347-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","ALBERTO RODRIGUEZ","ALBERTO RODRIGUEZ",
"LA IGLESIA DELCALVARIO E INSTITUTO BIBLICO INC.","962-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"JS HARVEST CORPORACIN","388934-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","TOA BAJA","PR",,,
"TALLER FOLCLORICO YUB IR, INC.","37176-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Canovanas","PR",,"Beatriz Benitez","Sonia I Calderon"
"ESCUELA DE VALORES DE LA COMUNIDAD NINOS DE PACTO INC.","385789-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","CABO ROJO","PR","Sylvia Y. Iglesias",,
"LUCKY DREAMS LLC","387335-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAROLINA","PR","Luis a Soto","Luis a Soto",
"CASA DE ADORACIN ZAR SHALOM INC.","327188-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Canovanas","PR","Pilar Ortiz","Pilar Ortiz",
"EAT OPTIONS, INC.","388629-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","SAN JUAN","PR","Liliana Corniel",,
